,Unnamed: 0,text_id,text,task_1,task_2,task_3,label
5718,5718,hasoc_en_5719,Yoah this fucking pisses me off!!! #fuckthepolice she put the baby down then what. Y’all threatens to shoot her while she had the baby in her hands. Y’all gonna call cps on her and say she neglected the child. #wtf #fuckamerica #fucktrump https://t.co/yBNli7AvqB,HOF,PRFN,UNT,1
398,398,hasoc_en_399,"#DhoniKeepsTheGlove   #DhoniKeSaathDesh   #IndiaWithDhoni    We need to understand ICC rules correctly    It can only allow terror sponsering countries to play,   but not the Army insignia.",HOF,HATE,TIN,0
2979,2979,hasoc_en_2980,Happy John McCain day friends. #JohnMcCainDay #thankyouforyourservice #fucktrump,NOT,NONE,NONE,2
1321,1321,hasoc_en_1322,Diverse Men's Solid Slim fit Formal Shirt (Pack of 2)  @ Rs.460 (mrp-1998)    https://t.co/Ervy33tZ7I    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,NOT,NONE,NONE,2
3729,3729,hasoc_en_3730,No #termsandconditions #minor should apply on a #rapist #tobehanged !! #womenempowerment #womensrights #culturevulture #culture #freedom #likeforlikes #followforfollowback @ India https://t.co/DhxYPxsy5e,NOT,NONE,NONE,2
5058,5058,hasoc_en_5059,1. ICC on Dhoni's gloves                    Vs  2.ICC planning the World Cup     #ShameOnICC https://t.co/3f3qhwsWrD,HOF,HATE,TIN,0
4838,4838,hasoc_en_4839,"Do NOT question our humanity.I dare you @abpanandatv @Zee24Ghanta to broadcast this,though,of course,you won't. They are Indradeep, Amresh&amp;Chinmay of final year(4th year).  #Savethedoctors #SaveTheSaviours #DoctorsFightBack @republic",HOF,HATE,TIN,0
2071,2071,hasoc_en_2072,Retweet if you have PayPal/CashApp and want me to send you money 💰     Must be following.    #findom #paypig sugar daddy #cuck #moneyslave #cashcow #SugarBabiesNeeded #CopaAmerica  #DoctorsFightBack #bank #SugarDaddys #findom #bitcoin #blockchain #BREAKING #SaturdayMorning #money #B,NOT,NONE,NONE,2
5309,5309,hasoc_en_5310,PLEASE spread this far and wide. This admitted rapist and pedophile is running for Congress in Virginia as an Independent!   #Pedophile #Rapist #Larson #NathanLarson     https://t.co/BvTQbLTqzY,HOF,OFFN,TIN,1
5100,5100,hasoc_en_5101,@TimesNow @iSamiakapoor Bloody hypocrites. @INCIndia though decimated will not stop fingering. I want 2 see what name will @RahulGandhi take at his oath taking. @drswamy did he respond to the courts on his british citizenship? #PragyaOathRow #congresskaANYAY #CongressMuktBharat @htTweets @AmitShahOffice,HOF,PRFN,TIN,1
831,831,hasoc_en_832,"after 2+ years, nothing the #gop does in support of trump is surprising ... disappointing, but not surprising. #fucktrump #NoGOP2020 https://t.co/hhJKu34ldS",NOT,NONE,NONE,2
774,774,hasoc_en_775,#kolkata: Junior doctors of NRS Medical and Hospital continue their strike for the fifth day over violence against #doctors. #WestBengal #DoctorsFightBack https://t.co/x0ZFtWOICV,NOT,NONE,NONE,2
5011,5011,hasoc_en_5012,"We just protested against privatization, and now our parents are jobless, our chelter is taken away, and we will be obligated to join the military forces if we refuse to kneel  #medschool  #DoctorsUnderOppression   #MedicalStudentsStrike   #Medecine   #DoctorsFightBack",HOF,HATE,UNT,0
5462,5462,hasoc_en_5463,@wvjoe911 @politicususa LOL...that will never happen...#Resist #VoteBlue #ImpeachTheMF #trumpisaloser #FuckTrump,HOF,PRFN,TIN,1
4354,4354,hasoc_en_4355,@Michael78638852 @SamerAbukhaled I've heard the 2 to 3 hrs a day he works is really tough... #JohnMcCainDay #TrumpIsATraitor,HOF,HATE,TIN,0
2277,2277,hasoc_en_2278,"There is gonna be #NoBirthdayForTrump ever.    Hell, #TraitorTot @realDonaldTrump deserves no praise of any sort since he's a fraud and a FAILURE.    #TrumpIsADisgrace #TrumpsWorseThanNixon #TRUMPSUNFIT #TrumpsAnInternationalDisgrace #TrumpIsATraitor #TrumpIsAFraud #TrumpIsAMoron https://t.co/G7g3NzA7xs",HOF,OFFN,TIN,1
798,798,hasoc_en_799,@RoArquette I feel the same way - if you support this corruption and cruelty F off forever! #FuckTrump,HOF,PRFN,TIN,1
4715,4715,hasoc_en_4716,#Uyghur Protests in #Canada #Freedom for #Uyghurs  https://t.co/4XyqwDLXvS  #FreeUyghur #EastTurkistan #China #CCP #BoycottChina #ウイグル #RT,HOF,HATE,TIN,0
5339,5339,hasoc_en_5340,"@realDonaldTrump You made it worse with you trying to cover up how you’d collude.  “What an idiot, you are!” Digging your own grave!  How about not looking and giving it straight to authorities as stated in the constitution! #TrumpMustResign #TrumpIsATraitor #TrumpCrimeFamily #TrumpColluded",NOT,NONE,NONE,2
773,773,hasoc_en_774,Here comes the #hotstepper #MURDERER 😂😂 https://t.co/sETR8yI6G3,NOT,NONE,NONE,2
2752,2752,hasoc_en_2753,Its not a club level cricket it's big event  which comes ones in four years. Really frustrating badly.#ShameOnICC,HOF,HATE,TIN,0
4842,4842,hasoc_en_4843,"#ShameOnICC  If such situation happens in India then whole world will blame us for our management,but currently it is in England so no one is saying anything. Guys We need to make these hashtag trend so that they can realise there worst management and wrong decision on M.S Dhoni.",HOF,HATE,TIN,0
3513,3513,hasoc_en_3514,Moment of the day 🤣😂❤️❤️  #ViratKohli   #MSDhoni  #WorldCup2019   #INDvAUS   #DhoniKeepsTheGlove https://t.co/XJhTioWUdA,NOT,NONE,NONE,2
2822,2822,hasoc_en_2823,"Severos Vellark.  Crane doctor who was supposed to be the personal doctor to Rena Kalil but said fuck that and opened a free clinic in the slums.  Constantly exhaustd.  Saved Mikata's life at one point, and they're fwbs.  Aromantic. pic.twitter.com/OIsWyfcETn",HOF,PRFN,UNT,1
4681,4681,hasoc_en_4682,@WhiteHouse Deranged display of fake patriotism.     Meanwhile @senatemajldr and Dump sell the country behind close doors to highest bidders.     #FuckTrump https://t.co/OXSr9DVQrM,HOF,PRFN,TIN,1
2805,2805,hasoc_en_2806,Plz support our savior... Request from AIIMS DELHI ....#DoctorsFightBack https://t.co/45Mh7xzISL,NOT,NONE,NONE,2
5665,5665,hasoc_en_5666,@enochcafe @thetimes but don’t get deluded like idiots aka #borisjohnson who can only come up with some waffle about the empire and zero based on reality to stop #china in its tracks. #justsayno #boycottchina #hongkongstrong,HOF,HATE,TIN,0
1806,1806,hasoc_en_1807,"If we go to war with #Iran, I volunteer all the Trumps, Pompeos, Penses, Boltons, and every other war hawks offspring to go fight their parents wars.  #NoWarWithIran #FuckTrump",NOT,NONE,NONE,2
3648,3648,hasoc_en_3649,What a complete babbling #idiotTrump! #MoronInChief @gtconway3d https://t.co/UE2ITKR8r8,HOF,HATE,UNT,0
5320,5320,hasoc_en_5321,Offering namaz during match on the field is not an issue for @ICC bt wearing gloves with Army Logo which is totally non political thing is a big objection. isn't it a hypocrisy? Who is behind all this thought process? I support the @msdhoni for his patriotism. #DhoniKeepsTheGlove,HOF,HATE,TIN,0
2118,2118,hasoc_en_2119,Such a hypocrite and liar you are Mr. Selected PM @ImranKhanPTI.  Why don't you accept you failed miserably in past 10 months? Stop crying about past. Show progress or go home. You could not achieve any of your 2018-2019 set goals.  #imranhataomulkbachao https://t.co/Ix11t9ggP2,HOF,OFFN,TIN,1
3371,3371,hasoc_en_3372,@realDonaldTrump   #realdonaldtrump #fucktrump #trump2020  TODAY'S BATCH OF LIES FROM LYING BAG OF CRAP PREZTER THE MOLESTER    COMING ON TWITTER ANY MINUTE https://t.co/ZxJUPsMbI3,HOF,OFFN,TIN,1
270,270,hasoc_en_271,Today is a contest between   #SuperArmy vs #terroristNationPakistan  It's a war between #125Billionprayer  vs #RainGod  It will be #Walkover or #Washout  #India-6 vs #Terroristan-0 https://t.co/1kHZ1aU402,NOT,NONE,NONE,2
4069,4069,hasoc_en_4070,@ICC   Idiot Cricket Council  -  Did you plan the ICC Cricket World Cup assuming it will be played in Dubai  ?  #ICCCricketWorldCup #ICCWorldCup #icc #RainStopsMatch #ShameOnICC #CWC2019 #ICCRainCup2019 #ICCCricketWorldCup2019 @republic_sports @timesofindia #IdiotCricketCouncil,HOF,PRFN,TIN,1
5637,5637,hasoc_en_5638,@Slate My dad used to sail on tankers like that one as a Bosun.    He said they had to be careful not to cause a spark when they worked on deck.  All of you warmongering at the expense of people who are just trying to do their job.    #FuckTrump #FuckPompeo #FuckIran,HOF,PRFN,TIN,1
589,589,hasoc_en_590,@tonyposnanski @PressSec @realDonaldTrump So well said. I totally agree with every word.  The White House is full of corrupt habitual liars.  #FuckTrump and his pathetic puppets.,HOF,OFFN,TIN,1
5295,5295,hasoc_en_5296,OH HELL NO!!!!!  #FUCKTRUMP https://t.co/Buk3exSHYc,HOF,HATE,TIN,0
3603,3603,hasoc_en_3604,@WhiteHouse @realDonaldTrump #FuckTrump  His trade game is NOT working...just like the #GOPTaxScam,NOT,NONE,NONE,2
2922,2922,hasoc_en_2923,How will he defend us from him....resign,HOF,HATE,UNT,0
5774,5774,hasoc_en_5775,Yes #BorisJohnsonShouldNotBePM #borisjohnson you are a spineless coward!!! https://t.co/1dOro5pjvX,HOF,OFFN,TIN,1
4188,4188,hasoc_en_4189,Federal office says Kellyanne Conway should be removed #Resist #ResistTrump #FuckTrump https://t.co/flxIdSAlVf,HOF,PRFN,TIN,1
3232,3232,hasoc_en_3233,@GOP Hard pass.  #TrumpIsATraitor https://t.co/WqnxlUWt1Y,NOT,NONE,NONE,2
4829,4829,hasoc_en_4830,"@tolits0118 Thank you, Vietnam! But unfortunately, .@RRD_Davao and his cohorts have been paid off by China to the detriment of the Filipino people. #TraitorDuterte #BoycottChina",HOF,HATE,TIN,0
2750,2750,hasoc_en_2751,We need fast trial of each and every Rape Case    No matter Accused is Muslim or Hindu    Death Penalty for Rape Crime    #Kathuaverdict #Kathua #SanjiRam     #YuvrajSingh #DhoniKeepsTheGlove #Dhoni #GirishKarnad #INDvAUS #IndianCricketTeam #IndvsPak #tiktokindia #tiktokhot #MumbaiRains,HOF,HATE,UNT,0
2120,2120,hasoc_en_2121,India is about 13 times bigger than United Kingdom. While UK spends 9.8% on health (and still underfunded) India spends a mere 1.4% of it's GDP amd blames doctors for everything that's wrong in the system.     #DoctorsFightBack #DoctorsStrike,NOT,NONE,NONE,2
3501,3501,hasoc_en_3502,"#ShameOnICC ICC is earning billions from this event, but at the management level they performance is zero. Even a small company manager can handle such events more efficiently then ICC. https://t.co/3fJw6nKmie",NOT,NONE,NONE,2
1747,1747,hasoc_en_1748,"Hatredness can't be stopped it is like Virus, only Antidote is Time.  #Bengal #DoctorsFightBack #SaturdayThoughts",NOT,NONE,NONE,2
4918,4918,hasoc_en_4919,Bang goes my quite afternoon watching the cricket banging hammering from next door almost forgot what it sounded like #dickhead 🤬,HOF,PRFN,TIN,1
4235,4235,hasoc_en_4236,@realDonaldTrump @SecPompeo   You liars are trying to start a war  #TrumpIsATraitor #Trump https://t.co/ULSJAuqJBw,HOF,HATE,TIN,0
5028,5028,hasoc_en_5029,"A very Happy #JohnMcCainDay to #TraitorTrump, all of his #MAGA morons, and the rest of the #CorruptGOP!!  #JohnMcCainAmericanHero  #JohnMcCainDayJune14th  #TuckFrump  #ImpeachTrumpNow  #TrumpIsATraitor  #NotMyPresident  #Resist",HOF,HATE,TIN,0
4879,4879,hasoc_en_4880,@realDonaldTrump You and the @GOP are the enemy of the people! All COWARDS! #MoronInChief #IdiotInChief #IdiotTrump #TreasonousTrump #DerangedDonald #DerangedDonnie,HOF,OFFN,TIN,1
4240,4240,hasoc_en_4241,@LindseyGrahamSC @realDonaldTrump Of course he'll shoot his age! He cheats. #DerangedDonald #TrumpisaCrook #TrumpisaTraitor #TrumpHatesAmerica,HOF,HATE,TIN,0
2373,2373,hasoc_en_2374,@KamalaHarris #WillieBrownsCumDumpster   #HorizontalHarris   #HeelsUpHarris     What about the fathers who can’t be with their children because they were ripped from the womb?    @KamalaHarris = #murderer  @KamalaHarris = #Disgrace to humanity,HOF,OFFN,TIN,1
569,569,hasoc_en_570,"Yes. Thanks Obama for letting Trump inherit a strong economy,  unlike the devastating economy you inherited in the Great Recession of 2007. #TrumpIsATraitor https://t.co/j1oOs14l63",NOT,NONE,NONE,2
5109,5109,hasoc_en_5110,impeach that arrogant piece of shit nOW #fucktrump https://t.co/iaDeWmAD9k,HOF,PRFN,TIN,1
3910,3910,hasoc_en_3911,She’s probably lying about leaving so people don’t notice trump selling arms to country that attacked USA on 9/11.  #TrumpTreason #TrumpResignNow #TrumpIsATraitor https://t.co/xMxygYAvuL,HOF,OFFN,TIN,1
2795,2795,hasoc_en_2796,"#DoctorsFightBack If at all @MamataOfficial wants to raise Outsiders issue, 'Outsiders' In  West Bengal  are illegal Bangladeshis &amp; Rohingyas who are fraudulently given citizenship credentials &amp; these people needs to be kicked out &amp; not Doctors.",HOF,HATE,TIN,0
2829,2829,hasoc_en_2830,The damning allegations against @realDonaldTrump that he sexually assaulted women could jeopardized his re-election campaign. Im no stranger to accountability but #TrumpTheRapist has crossed the line on #SexualMisconduct and its going to stop ! \n\n#TrumpisARapist #DonTheCon,HOF,HATE,TIN,0
2980,2980,hasoc_en_2981,@RadioFreeTom @MalcolmNance Awesome. KELLYANNE is the leaker. More tweets from George Conway on how #FatNixon is an idiot. #TrumpIsATraitor #TrumpTantrum #TuckFrump #TrumpRussia #TrumpColluded #TrumpResignNow #RepublicansDontCare #Treason #TrumpsWorseThanNixon #TrumpIsATraitor #ReadTheMuellerReport,HOF,OFFN,TIN,1
4200,4200,hasoc_en_4201,"this is not the time to be silent, this is the time to make use of that foul mouth, i want all the expletives he can muster, I want the dirty finger because #China deserves it. #Duterte #Is #Such #a #Dickhead #When #it #comes #to #China",HOF,PRFN,TIN,1
5568,5568,hasoc_en_5569,I yield my time to @Jim_Jordan #SexPervert and #DoucheBag.,HOF,PRFN,TIN,1
5357,5357,hasoc_en_5358,"@realDonaldTrump spent over $100M in 2 yrs. playing golf and promoting his resorts but he says nothing about 9/11 responders illnesses, the horrific number of deaths due to their trying to save so many lives! Trump doesn't give AF about anyone but himself! #FuckTrump #FuckGOP",HOF,HATE,TIN,0
5482,5482,hasoc_en_5483,@POTUS won in 2016 only because of the help from Russians and he is very willing for them to help him again.  #TrumpIsATraitor https://t.co/9ih6rTgyT3,HOF,HATE,TIN,0
4255,4255,hasoc_en_4256,#TrumpsAnInternationalDisgrace #TrumpIsATraitor #TrumpIsADisgrace #TrumpIsAFraud #TrumpIsAMonster #TrumpIsIiar  #TrumpIsANationalSecurityThreat     And as always #TrumpIsAMoron https://t.co/ENzOC3omNx,HOF,HATE,TIN,0
5556,5556,hasoc_en_5557,#Alabama is fuckin #SICK - court forces #rape survivor to allow #rapist to have visitation with children https://t.co/OYvPFA1AQE,HOF,PRFN,UNT,1
5168,5168,hasoc_en_5169,@GOP Is there anyone in this party with the balls to stand up to #OrangeFoolious and do what is right for their constituents and America. I changed parties because of the spineless attitudes and HATE towards women. #FuckTrump #BeBest #MAGA #AmericaFirst,HOF,PRFN,TIN,1
1198,1198,hasoc_en_1199,"All those Tukde tukde gang award wapasi gang , democracy in danger gang etc   Don't consider doctors as part of society   These draculas have no sympathy for doctors   Only they want is VVIP treatments   Shame on them   #DoctorsFightBack",NOT,NONE,NONE,2
2495,2495,hasoc_en_2496,Ocasio-Cortez says Dems are 'sitting on our hands' on impeachment #Resist #ResistTrump #FuckTrump https://t.co/qdpXEtqYXC,NOT,NONE,NONE,2
5487,5487,hasoc_en_5488,"#GandiNaaliAbuse @republic Shout, shout,  SHOUT!  What's the use? Can't make head nor tail of the so-called 'debate'. Waris is a twit. But Arnab joining in his screaming match? When the 'Republic' has to shout,  it's a sure sign of anarchy round the bend. Get ready folks.",HOF,OFFN,TIN,1
1970,1970,hasoc_en_1971,@realDonaldTrump Has anyone told you today how much of a fucking tool you are?! No... Ok.  YOU'RE A FUCKING TOOL!!!   Have a great day 😁  #impeach45 #fucktrump,HOF,PRFN,TIN,1
371,371,hasoc_en_372,"Its a shame when #antimuslim #Islamophobe @realDonaldTrump is attacking @SadiqKhan, @georgegalloway has to behave like this.... #istandwithsadiqkhan #WeAllStandTogether https://t.co/iYbNeeSXaO",HOF,HATE,TIN,0
5419,5419,hasoc_en_5420,Finally!  #FuckTrump #BeBest #OrangeFoolius #NoBallsGOP https://t.co/YyiUMCcZnN,HOF,PRFN,TIN,1
516,516,hasoc_en_517,@realDonaldTrump @JedediahBila your source is a Fox and Friends co-host?     SAD!    #resisters   #TrumpIsATraitor   #TrumpColluded   #TrumpObstructed   #TrumpCrimeSyndicate   #trumpcorrupt,NOT,NONE,NONE,2
2801,2801,hasoc_en_2802,"@Allegedly_G We shall call it the #Impeachment Gala and celibrate for 96 hours, from #TraitorTuesday to #FuckTrump Friday, with huge parades from sea to shining sea. https://t.co/o7iiO78sVx",HOF,PRFN,TIN,1
2454,2454,hasoc_en_2455,"Again Congress started abusing PM from day 1. So pathetic and tragic. Matilaal, JawaharlalN, IndiraG, all were character-corrupt, and now IndiraG is MaGanga! And Mr Modi is Gandi Naali ! Even bastards never speak this language. Hate these parliamentarians.#GandiNaaliAbuse",HOF,PRFN,TIN,1
4308,4308,hasoc_en_4309,Fucking brutal. Oblivious to anything that doesn't effect him directly; classic narcissistic personality. @realDonaldTrump is an embarrassing lout so out of his depth it'd be funny if it wasn't so disturbing. This fraud is our 'President'! It's goddamned sickening! #FuckTrump https://t.co/Qv7FuYP8mY,HOF,PRFN,TIN,1
2583,2583,hasoc_en_2584,Privileged white boy writes about men’s rights sugarcoating it as fight for freedom and enlightenment! it’s all about men and their fetish.  #WarOnWomen #DickHead  https://t.co/UxnIBLAzj1,NOT,NONE,NONE,2
1319,1319,hasoc_en_1320,"We are with the doctors of west bengal.  From Bhavnagar, Gujrat.  @MamataOfficial @PMOIndia @drharshvardhan @MoHFW_INDIA   #Savethedoctors #SaveBengal #DoctorsFightBack #DoctorStrike #doctors_against_assualt #DoctorsProtest https://t.co/qsAQYmvJR1",NOT,NONE,NONE,2
2797,2797,hasoc_en_2798,Wow! Look at all the lines of buyers!!! Was the store closed or is that just the typical turnout?? #DoucheBag https://t.co/1c8xfDzWGU,HOF,HATE,UNT,0
3118,3118,hasoc_en_3119,"@kilmeade @LindseyGrahamSC @foxandfriends Trump’s corruption, hate rhetoric and CRIMINAL actions are eroding our democracy!!    What POTUS invites foreign adversaries to influence our elections?!!!     #TrumpDoesCoverUps #ObstructionOfJustice #TrumpIsATraitor",HOF,HATE,TIN,0
3942,3942,hasoc_en_3943,"Hey ...Michael “Dog Killer”Heseltine, what do you think about #BorisJohnson #BorisJohnsonShouldNotBePM https://t.co/sxjdklqdTQ",HOF,HATE,TIN,0
3958,3958,hasoc_en_3959,If a cricketer can put their personal sponsors sticker on their bat then why can’t @msdhoni wear a #BalidaanBadge which makes every Indian proud.@ICC don’t you have any other work then checking Badges? @BCCI should back Dhoni. #WeStandWithDHONI #DhoniKeepsTheGlove @chirayu_patel,HOF,HATE,TIN,0
5117,5117,hasoc_en_5118,@FirstTake @ESPNNBA @maxkellerman Oh man. Here comes the stupidity.    Shut up already.     Weren't the #Raptors supposed to be swept??     #douchebag,NOT,NONE,NONE,2
44,44,hasoc_en_45,This is everything. #fucktrump https://t.co/e2C48U3pss,HOF,PRFN,TIN,1
2894,2894,hasoc_en_2895,#GandiNaaliAbuse - Adhir Choudhry should know that canal in Bengali is 'kaandor' and naali is 'noddoma' in Birbhum Bengali. Stop fooling people.,HOF,HATE,TIN,0
4795,4795,hasoc_en_4796,"@itsJeffTiedrich @realDonaldTrump In honour of #pride, truck fump!! https://t.co/olA7vRtsAk    #Pride2019 #fucktrump #mug #coffee #lgbtq #impeachtrumpnow #impeachdonaldtrump #coffeemug",NOT,NONE,NONE,2
3388,3388,hasoc_en_3389,"Hey @realDonaldTrump  @GOP  Your economy is tanking!  Cuz everything u touch...dies  GOP LOL fiscal responsible party? Happy Fathers Day, losers  #gopsucks  #TrumpIsATraitor  #TrumpResignNow  #TrumpLiesMatter  https://t.co/f1wfp94N23",HOF,OFFN,TIN,1
4048,4048,hasoc_en_4049,To the @gmpolice officer who called me today.  Re pedophile Roger Wilson. Next time you’re going to lie about a conversation and slag me off; make sure you hit the red button on your phone rather than recording three minutes on my voice mail. #dickhead,HOF,HATE,TIN,0
5389,5389,hasoc_en_5390,#DhoniKeepsTheGlove ???? But why? Will the symbol affect his performance on bit? Hell No! He will remain the same lower-order batsman who will continue to bore us to death with his ultra-slow batting. Utterly silly outrage by bhakts.,HOF,HATE,UNT,0
1400,1400,hasoc_en_1401,Choose one  #trumpcriminal #TrumpCriminal #trumpsucks #trump #trumpisatraitor #Trump #dumptrump #Repost #trumpisanidiot #trump💩 #muellerinvestigation #trumpisnotabovethelaw #impeachtrump #resist #fucktrump #muellertime #notmypresident,NOT,NONE,NONE,2
3527,3527,hasoc_en_3528,@_pallavighosh #ICC world cup is not about giving balidan but taking Balidan from the opponents . #Dhoni #DhoniKeepsTheGlove,NOT,NONE,NONE,2
3286,3286,hasoc_en_3287,#Assange is not a #rapist  https://t.co/M4sfW7csXC,NOT,NONE,NONE,2
2038,2038,hasoc_en_2039,@realDonaldTrump #TrumpTantrum AGAIN #TrumpMustResign for #TrumpIsNotAboveTheLaw #TrumpIsATraitor     #VoteBlueToSaveAmerica from the #GOPCorruption     #RepublicansForImpeachment,NOT,NONE,NONE,2
4694,4694,hasoc_en_4695,Pic 1:- Indian grounds    pic 2:- Others grounds    #ShameOnICC #INDvNZ #CWC19   @cricketaakash @sachin_rt @virendersehwag @AjitKum20724349 https://t.co/qZ0DEMlONz,HOF,HATE,TIN,0
2713,2713,hasoc_en_2714,"#fakeDonaldTrump again accuses #Treason, a crime that can not occur unless we are engaged in a declared war!  There currently is not any way to charge anyone with treason and has not been since #WWII.  #idiotTrump #ImpeachTrump",NOT,NONE,NONE,2
2054,2054,hasoc_en_2055,UAE Enlisted Businessman to Spy On Trump White House #Resist #ResistTrump #FuckTrump https://t.co/N24gTfsa6p,NOT,NONE,NONE,2
2575,2575,hasoc_en_2576,"@JimDOfficial You sad, old man! #Dickhead",NOT,NONE,NONE,2
5607,5607,hasoc_en_5608,@realDonaldTrump I just threw up in my mouth a little bit. #Montana #ImpeachDonaldTrumpNOW #TrumpIsATraitor,HOF,HATE,TIN,0
1934,1934,hasoc_en_1935,"He @realDonaldTrump is a #Knobhead. This is all DISTRACTION to make his #TinyMushroom seem bigger from all his UNFITNESS of being @POTUS, 'fool' stop.   #ImpeachTrump   #ImpeachmentInquiryNow   #DerangedDonald   #Moron  #IdiotInChief   #Brokahontas  #BillionDollarLoser   #DickHead https://t.co/z3w5t1cCD2",HOF,OFFN,TIN,1
47,47,hasoc_en_48,"I love this bill, I think they should start printing them #FuckTrump https://t.co/NY9CuyivGl",HOF,PRFN,TIN,1
1150,1150,hasoc_en_1151,Yeah...hard pass. #FuckTrump https://t.co/ajt52brVc0,NOT,NONE,NONE,2
4832,4832,hasoc_en_4833,"The Pentagon didn't have 'the courage' to tell you about how they're ramping up cyber operations on your boss man, Putin. They refused tell you anything about it because they knew you'd stop it. #TrumpIsATraitor https://t.co/FistCgjXib",HOF,HATE,TIN,0
2733,2733,hasoc_en_2734,Facts are Facts. #TrumpLies #TrumpLiesEveryTimeHeSpeaks  #trumpisatraitor https://t.co/X4uhAU9uDa,HOF,HATE,TIN,0
4759,4759,hasoc_en_4760,I'd blame it on autocorrect.    Every time I type in the word '#Trump' it replaces it with '#dickhead' so it does get it right sometimes https://t.co/8ePB3aMt95,HOF,PRFN,TIN,1
3898,3898,hasoc_en_3899,#SAMIIBRAHIM #PakvsInd #FawadChaudhry #HinduSamarajyaDiwas #DoctorsFightBack #BoycottBankAlFalah Hahaha When You Type Bhikhari in Google Search It is Popping Up Imran Khan Pics 😂😂😂😂😂😂 https://t.co/WRrAWvqwsW,NOT,NONE,NONE,2
3315,3315,hasoc_en_3316,Couldn’t get around @SteveBuckwalter so @WindomChris decided to just flat out take him out. Nice move there bud #dickhead,NOT,NONE,NONE,2
3876,3876,hasoc_en_3877,"#fucktrump #fuckdemocrats #fuckrepublicans #fuckliberals #fuckconservatives what a disgusting country we live in, this goverment pours trillions into the military industrial complex but we can help our own people overhere who risked their own lives on 9/11 https://t.co/afFOVGbQON",HOF,PRFN,TIN,1
1133,1133,hasoc_en_1134,@nedprice @Thirteen_IN It’s classic #IdiotTrump MO.,NOT,NONE,NONE,2
1266,1266,hasoc_en_1267,@onefortySujit #ShameOnICC  ICC want something  fast and result  some one meet yamdut #WorldCup2019 https://t.co/LaAeT3nfBh,NOT,NONE,NONE,2
2880,2880,hasoc_en_2881,"#GandiNaaliAbuse  Abhi Ranjan Choudhari ,calls Narendra Modi, as Gandi Naali . These People are frustrated after Modi is elected second time. Indians are happy &proud of Bharatiya Janata Party &Narendra Modi. We can easily tell truth about Congress traitors. No dignity for Rahul.",HOF,HATE,TIN,0
3124,3124,hasoc_en_3125,Wonderful article in ⁦@elpaisinenglish⁩ about the new #Spanish edition of my #book The #Poet and the #Murderer #bookreview #ElPais https://t.co/b1kPzI15wC,NOT,NONE,NONE,2
3216,3216,hasoc_en_3217,"Mamata didi thinks herself as a 'Mastaans' n hd been bulldozing every institutions,which comes her way.She feels tat jst bcos she is a CM, she cn do anything she wants n cn use her power ruthlessly 2 stop any dissenting voice.  It's shameful @MamataOfficial didi  #DoctorsFightBack",HOF,HATE,TIN,0
3050,3050,hasoc_en_3051,Why will the tournament be any longer with reserve days? What a lame excuse #ShameOnICC. You simply plan the next day as reserve day and there could be two matches some days during the tournament.,HOF,HATE,TIN,0
5641,5641,hasoc_en_5642,@realDonaldTrump Your fear is showing again. You tweet like the mad man you are when either things are not going your way or big info is going to come out soon. #DerangedDonald #TrumpIsATraitor,HOF,HATE,TIN,0
4873,4873,hasoc_en_4874,@AlexandraChalup They are correct not to trust him. #TrumpIsATraitor,HOF,HATE,TIN,0
4802,4802,hasoc_en_4803,@brownc555 @rkelly R. Kelly is a Child Molester and Sexual Predator #pedophile #chomo #rapist #prison #rkelly Lock R. Up!!,HOF,OFFN,TIN,1
4352,4352,hasoc_en_4353,#stopZakirNaik   #terrorism  #terrorist   #terroristNationPakistan  He says that if you give your life for allah then you would got to jannat which motivates suicide bombers of many terrorist organisation,HOF,OFFN,TIN,1
187,187,hasoc_en_188,@FinancialXpress i appeal to all doctors through this channel ...    that   if you all are doing strike then do for years for all the responsible not for the common people who are helpless....    You all are second god .......    #DoctorsFightBack #DoctorsProtest #DoctorsStrike @MoHFW_INDIA,NOT,NONE,NONE,2
3789,3789,hasoc_en_3790,"@stupideridjit I remember when they were no hawks around or foxes or eagles but I saw for my own eyes working out there when Obama started regulating the environment, these majestic creatures came back full force #fucktrump",NOT,NONE,NONE,2
4348,4348,hasoc_en_4349,#LeonPanetta: #Trump’s Foreign Dirt Bombshell Violates Oath Of Office .....#TrumpIsATraitor  https://t.co/L0hZijZcUo,HOF,HATE,TIN,0
3281,3281,hasoc_en_3282,"The #MohamedSalah effect: Reduced #HateCrimes and #AntiMuslim tweets    Familiarity breeds acceptance and understanding, and prevents the dehumanisation of people who differ in some way from ourselves    #DiversityInclusion     https://t.co/88iBnPKvwc",NOT,NONE,NONE,2
3565,3565,hasoc_en_3566,"Doctors holding Didi by her neck, new experience, learn #DoctorsFightBack #SaveTheDocors",NOT,NONE,NONE,2
5715,5715,hasoc_en_5716,@WhiteHouse @PressSec Is this a lie too? Good riddence piece of 💩.  #DopeyDonald  #FuckTrump  #FakeMelania  #CreepyPence  Now if only @POTUS would go.,HOF,PRFN,TIN,1
