,Unnamed: 0,text_id,text,task_1,task_2,task_3,label
2372,2372,hasoc_en_2373,. @ ohnoitsdapopo oh hey its a 'tough guy ' with a badge <SWEAR-2> citizens for no reason 🙄 # Douchebag # BadCop,NOT,NONE,NONE,2
2373,2373,hasoc_en_2374,@ KamalaHarris # WillieBrownsCumDumpster # HorizontalHarris # HeelsUpHarris What about the fathers who can ’ t be with their children because they were ripped from the womb ? @ KamalaHarris = # <SWEAR-2> @ KamalaHarris = # Disgrace to humanity,HOF,OFFN,TIN,1
2374,2374,hasoc_en_2375,"Why was n't Boris at the debate last evening running for Prime Minister with the other candidates , surely there a reason that I clearly missed out 🤔🙄 # primemister # BorisJohnsonShouldNotBePM",NOT,NONE,NONE,2
2375,2375,hasoc_en_2376,# TraitorTrump Unleashes AM # Tweet As World Crumbles Around Him # TrumpIsATraitor # VoteBlue2020 https : //t.co/Q8xLlWlkJF,NOT,NONE,NONE,2
2376,2376,hasoc_en_2377,@ realDonaldTrump What in the absolute <SWEAR-2> is wrong with you ? ! ? # TrumpIsUnfit # TrumpIsATraitor # TrumpIsACriminal,NOT,NONE,NONE,2
2377,2377,hasoc_en_2378,Everyone should be scared that # TraitorTrump does n't know the difference between right and wrong . # TrumpIsATraitor # TrumpTreason # TrumpTraitor https : //t.co/fkNkTjasPZ,NOT,NONE,NONE,2
2378,2378,hasoc_en_2379,"How scary is this , @ David_Leavitt ? # ImpeachmentHearingsNow # ImpeachmentHearingsNow # ImpeachDonaldTrumpNOW # TrumpIsATraitor https : //t.co/CMWkGeK7bj https : //t.co/ToeSAhlWd3",NOT,NONE,NONE,2
2379,2379,hasoc_en_2380,@ RepSwalwell @ realDonaldTrump All the positive replies on here are bots ! You are such a # Douchebag,NOT,NONE,NONE,2
2380,2380,hasoc_en_2381,"Dear @ ICC you can remove sign of BALIDAN from @ msdhoni gloves but you ca n't remove his respect for INDIAN ARMY from his heart . He is not a cricketer , He is <SWEAR-2> for us . # DhoniKeepTheGlove # Dhoni # DhoniKeepsTheGlove https : //t.co/KlmKN9lUc3",NOT,NONE,NONE,2
2381,2381,hasoc_en_2382,Our entire state wants to know who this Minister in context is . Request all the media houses to pursue this matter relentlessly and also the IAS officer in context should be given an award for his gallantry . # IMAFraud https : //t.co/MxyFcEqf6K,NOT,NONE,NONE,2
2382,2382,hasoc_en_2383,@ theScore @ Drake Act like you been there befo ... .Oh that ’ s right . Never been there . That ’ s cute . Good for you guys ... . # DoucheBag,NOT,NONE,NONE,2
2383,2383,hasoc_en_2384,# DoctorsFightBack # SaveBengal # Savethedoctors Yaa ... Its not cool . But it has become more than just a <SWEAR-2> for doctors . Its a <SWEAR-2> for democracy ... Our leaders do whatever they want in the name of democracy ... It 's time to put full stop to that . # share # SaveBengalSaveDemocracy https : //t.co/OfAfcRjpju,NOT,NONE,NONE,2
2384,2384,hasoc_en_2385,100 % Right ... # ShameOnICC @ ICC https : //t.co/4iNBOP2CyI,NOT,NONE,NONE,2
2385,2385,hasoc_en_2386,"Hypocrisy is Pakistani team can offer namaz on the ground but Dhoni cant display balidan badge ? ? Then Indian team should offer Hanuman Chalisa , Durga Puja on the ground . # DhoniKeepsTheGlove",HOF,HATE,TIN,0
2386,2386,hasoc_en_2387,@ cricketworldcup Show us the keeping gloves and we would tell . 😋 # DhoniKeepsTheGlove # DhoniKeepTheGlove # IndiaWithDhoni # AusvInd # INDvAUS # CWC19,NOT,NONE,NONE,2
2387,2387,hasoc_en_2388,<SWEAR-2> @ realDonaldTrump @ POTUS Way to make it financially more difficult to support a US company and the future of the auto industry 🖕🏽 # <SWEAR-1> # WorstPresidentEver # RealNews # DoucheBag https : //t.co/paXDL5k5Vf,HOF,PRFN,TIN,1
2388,2388,hasoc_en_2389,@ cricketworldcup @ ICCMediaComms @ ICCLive @ ICC @ BCCI what was happening there ? # DhoniKeSaathDesh # DhoniKeepTheGlove # DhoniKeepsTheGlove # DhoniKeepBalidaanBadgeGlove # Dhoni @ msdhoni https : //t.co/ZnVR4IdLEs,NOT,NONE,NONE,2
2389,2389,hasoc_en_2390,😂Forget Parsees Save 😂 # CongBachaoRahulHatao # congressneveragain # CongressMuktMaharashtra # CongressParty # congresschorhai # rajivviraatvacation # rajivgandhichorhai # rahulscorpenelink # RahulNowLiability # CongratulationsMheshimiwa # AbkiBaar300Paar # AbHogaNYAY # CongressMuktBharat https : //t.co/ahrf2pJ0xm,HOF,HATE,TIN,0
2390,2390,hasoc_en_2391,@ BrianKarem @ realDonaldTrump Be Quiet or the <SWEAR-2> scarecrow with the orange face will get you ! ! # fucktrump # FUCKTHEGOP # ImpeachTrumpNow https : //t.co/RAyBWJczqR,HOF,PRFN,TIN,1
2391,2391,hasoc_en_2392,I salute his love for the nation and soldiers ! We are proud you dhoni ❤ continue to wear your gloves till we lift the World cup I stand by @ msdhoni @ narendramodi # DhoniKeepsTheGlove https : //t.co/8GgWtrHmQe,NOT,NONE,NONE,2
2392,2392,hasoc_en_2393,"Have you entered this # RedmiK20 & amp ; # RedmiK20Pro Giveaway by @ C4ETech ? If not , do it NOW ! ! ! https : //t.co/qG0mG0bhxi # ContestAlert # Contest # FathersDay # CWC19 # instagramdown # ShameOnICC # Savethedoctors # DoctorsFightBack # JEEAdvanced # INDvPAK # giveawaycontest # Giveaway",NOT,NONE,NONE,2
2393,2393,hasoc_en_2394,@ TarekFatah @ ICC @ msdhoni @ msdhoni # DhoniKeepsTheGlove always 😘,NOT,NONE,NONE,2
2394,2394,hasoc_en_2395,I deeply request all indian fans to carry the Balidan dagger flag whoever going to watch the cricket in stadium or wear T-shirt with the logo . @ ICC Show the power of us # DhoniKeepsTheGlove # IndiaWithDhoni,NOT,NONE,NONE,2
2395,2395,hasoc_en_2396,I 'm NOT checking any <SWEAR-2> citizenship box # FuckTrump . https : //t.co/nfe8RKYIKV,HOF,PRFN,TIN,1
2396,2396,hasoc_en_2397,Which is more important ? # Savethedoctors # DoctorsFightBack # DoctorsStrike @ narendramodi @ PMOIndia @ AIIMSRDA @ republic @ ArnabGoswamiRtv,NOT,NONE,NONE,2
2397,2397,hasoc_en_2398,Who benefits from the <SWEAR-1> in the sea of # Oman # CopaAmerica # GrahamNorton # DoctorsFightBack # LifeAfterLockup # INDvPAK # DoctorsUnderOppression # SaturdayMotivation # தவிக்கும்தமிழ்நாடு # INDvsPAK # Oman # SaturdayMorning # Iran # Trump # SearchWWW https : //t.co/M3kY6PS9av,NOT,NONE,NONE,2
2398,2398,hasoc_en_2399,Traitor piece of <SWEAR-2> mother <SWEAR-0> . # FuckTrump # TraitorTrump # ImpeachTheMFTraitor,HOF,PRFN,TIN,1
2399,2399,hasoc_en_2400,"An Indian Lieutenant Colonel showing support to Indian Army is never the wrong thing , and i believe good things should always be continued . # DhoniKeepsTheGlove",NOT,NONE,NONE,2
2400,2400,hasoc_en_2401,"# DhoniKeepsTheGlove Dear friends , let 's support Dhoni by changing all our profile picture in all our social media profiles as a symbol of Balidhan logo . Dhoni please do n't remove the Gloves entire India is with you . Jai hindh",NOT,NONE,NONE,2
2401,2401,hasoc_en_2402,What a douche nozzle . # FuckTrump # BeBest # MAGA # AmericaFirst https : //t.co/4pvUoYfMk9,HOF,PRFN,TIN,1
2402,2402,hasoc_en_2403,WHY ? Oh that 's right because he 's a <SWEAR-2> <SWEAR-2> greedy <SWEAR-1> with two brain <SWEAR-2> Sons who love to <SWEAR-2> endangered animals ! # FuckTrump # ImpeachTrump # WorstPresidentEver https : //t.co/mMAyAOTNrH,HOF,PRFN,TIN,1
2403,2403,hasoc_en_2404,# TerroristNationPakistan 90 % Pakistanis wants war with India and 10 % said war should not be . And Those 10 % belongs to Pakistans Armed Forces 😂 # TerroristNationPakistan,HOF,HATE,TIN,0
2404,2404,hasoc_en_2405,@ salmansaleh786 @ AdityaRajKaul Question is ... Why a # terroristNationPakistan allowed to play @ ICC international cricket tournaments ? ? ?,HOF,HATE,TIN,0
2405,2405,hasoc_en_2406,# OPPO is confused After Spending Rs.1100cr to # BCCI # sponsorship there logo has less recall compared to # Dhonis # IndianArmy # BalidanBadge # CricketWorldCup # Cricket # DhoniKeepsTheGlove # DhoniKeSaathDesh @ msdhoni @ BCCI @ adgpi @ oppo @ ShefVaidya @ Atheist_Krishna @ UnSubtleDesi,NOT,NONE,NONE,2
2406,2406,hasoc_en_2407,"Taking a trip to New York . If this gets 100 likes , I 'll take a <SWEAR-2> on Trump Tower . # fucktrump # TrumpsWorseThanNixon",HOF,PRFN,TIN,1
2407,2407,hasoc_en_2408,# GandiNaaliAbuse - Using this type of language for the PM of India elected by a landslide by the people of India is totally unacceptable and is akin to <SWEAR-0> the mandate given by the people .,NOT,NONE,NONE,2
2408,2408,hasoc_en_2409,"The <SWEAR-2> is just going to be like another mistress for # BorisJohnson . He 'll <SWEAR-2> her completely but eventually get bored with her and <SWEAR-2> off , denying any responsibility for whatever <SWEAR-2> encumbrances he leaves her with.\nWibble .",HOF,PRFN,TIN,1
2409,2409,hasoc_en_2410,<SWEAR-2> YEAH MY NIECE : IF PEOPLE DONT LIKE HOT CHIPS THEY SHOULD GO TO THE DOCTOR\n\nTEACH THE CHILDREN WELL ETC,HOF,PRFN,TIN,1
2410,2410,hasoc_en_2411,@ republic <SWEAR-0> Modi who is taking Bharat on top ranking on world map Shame # GandiNaaliAbuse,NOT,NONE,NONE,2
2411,2411,hasoc_en_2412,spycam <SWEAR-2> kazakhstan dating sites <SWEAR-2> grannies doctors <SWEAR-2> <SWEAR-2> <SWEAR-0> <SWEAR-2> <SWEAR-2> <SWEAR-2> <SWEAR-2> getting <SWEAR-2> clips <SWEAR-1> <SWEAR-2> phat <SWEAR-2> <SWEAR-2> <SWEAR-2> housewife <SWEAR-2> have real <SWEAR-2> <SWEAR-2> stories real <SWEAR-1> <SWEAR-2> pic.twitter.com/XtSNYnH8oI,HOF,PRFN,TIN,1
2412,2412,hasoc_en_2413,"It\ 's ok to have different beliefs , if those beliefs don\'t endanger others or infringe upon their human rights.\n\nAdvocating changes in law to allow parents to Doctor Shop in order to avoid vaccines is ignorant and dangerous.\n\nAgain , <SWEAR-2> Jessica Biel .",HOF,PRFN,TIN,1
2413,2413,hasoc_en_2414,I think the Janeu is on ulta and the Hindu <SWEAR-2> seems to be doing namaaz . This picture is as authentic as mythical Ganga Jamuni Tehzeeb,NOT,NONE,NONE,2
2414,2414,hasoc_en_2415,# GandiNaaliAbuse Insult to the Premier of the nation is an insult to the entire country .,NOT,NONE,NONE,2
2415,2415,hasoc_en_2416,"# CongGandiNaaliInsult # GandiNaaliAbuse May be that guy , does n't know Hindi , most thought , they heard him say GandHi Naali !",HOF,OFFN,TIN,1
2416,2416,hasoc_en_2417,but my doctor said whole grains are healthy and saturated <SWEAR-2> in beef is bad . Do you really think you know more than my doctor ? ! \n\nYes <SWEAR-2> <SWEAR-2> it I know way the <SWEAR-2> more than your <SWEAR-2> <SWEAR-2> doctor when it comes to nutrition,HOF,PRFN,TIN,1
2417,2417,hasoc_en_2418,"Boris Johnson is full of <SWEAR-2> , he wants the prime minister role as its the only toy the spoiled <SWEAR-2> as never had , its ok for him to play with U.K. n toss it when broken , normal people will be the ones suffering whilst that mega rich <SWEAR-2> <SWEAR-2> wont give a flying <SWEAR-2>",HOF,PRFN,TIN,1
2418,2418,hasoc_en_2419,<SWEAR-2> they 're using Boris Johnson 's comments to keep Nazanin Zaghari Ratcliffe imprisoned & he refuses to take any responsibility for his actions ? \n\nAnd you think this <SWEAR-0> is fit to be PM ? \n\nFuck off ! \n\n # GMB,HOF,PRFN,TIN,1
2419,2419,hasoc_en_2420,@ republic <SWEAR-0> Modi who is taking Bharat on top ranking on world map Shame # GandiNaaliAbuse,NOT,NONE,NONE,2
2420,2420,hasoc_en_2421,"# GandiNaaliAbuse | During the electoral process a lot of filthy language was used , but what happened today . It was against the Prime Minister of the country : Smita Prakash- Editor , ANI\n",NOT,NONE,NONE,2
2421,2421,hasoc_en_2422,"Personally , I say lets go the whole hog & get @ BorisJohnson elected to PM . Him & # Trump would be a bumbling comedy double act <SWEAR-2> lives & the planet but making great TV ! After all , it 's not about policy , it 's about personality & pandering to <SWEAR-2> . <SWEAR-2> your <SWEAR-2> future !",HOF,PRFN,TIN,1
2422,2422,hasoc_en_2423,Since Ive attended UCLA ive seen : \nMANY suicides\nA school <SWEAR-2> \nAn admissions scandal \nSchool doctor <SWEAR-2> <SWEAR-2> students\nCreepy professors/TAs who <SWEAR-2> students\n\nI have no idea what the <SWEAR-2> were # 1 in,HOF,PRFN,TIN,1
2423,2423,hasoc_en_2424,Golden state had two players re-injure themselves in the same game . \n\nDon\'t blame the doctors\n\nFuck them doctors .,HOF,PRFN,TIN,1
2424,2424,hasoc_en_2425,He must have voted for trump,NOT,NONE,NONE,2
2425,2425,hasoc_en_2426,Why do you talk in first person ?,NOT,NONE,NONE,2
2426,2426,hasoc_en_2427,Going to war . Hey these other countries pd traitor Trump and kush . Now they are making it happen . Right from the start,HOF,OFFN,TIN,1
2427,2427,hasoc_en_2428,Trump has a habit of creating a crisis and then jumping in and solving it . We HAD an agreement only problem in the @ GOP s eyes is that it happened during Pres Obamas administration . You all need to get over yourselves and put country over party .,NOT,NONE,NONE,2
2428,2428,hasoc_en_2429,Misuse of right to speech # GandiNaaliAbuse,NOT,NONE,NONE,2
2429,2429,hasoc_en_2430,How the <SWEAR-2> does Boris keep finding women to sleep with him ? He looks like a preschooler drew a <SWEAR-0> face on a chunk of uncooked sausage meat # BorisJohnson # BorisJohnsonShouldNotBePM pic.twitter.com/16e9rypbWN,HOF,PRFN,TIN,1
2430,2430,hasoc_en_2431,# GandiNaaliAbuse PM is not responsible for each and everything ! Why do they <SWEAR-0> PM ?,NOT,NONE,NONE,2
2431,2431,hasoc_en_2432,When rahul is president then what others can say only <SWEAR-0> # GandiNaaliAbuse,NOT,NONE,NONE,2
2432,2432,hasoc_en_2433,3 weeks ago I said to friends : \nId be amazed if @ BorisJohnson doesnt bottle being PM again like last time & find some excuse to drop out of the race . Because he is all mouth & knows deep down he be a <SWEAR-2> PM & cant deliver <SWEAR-2> all & knows he will be a <SWEAR-0> # BorisJohnson pic.twitter.com/aNi4O9bdaM,HOF,PRFN,TIN,1
2433,2433,hasoc_en_2434,# gandinaaliabuse how can Indian citizens tolerate behavior of cong leader in lok sabha,NOT,NONE,NONE,2
2434,2434,hasoc_en_2435,Who thinks the debates just wo n't be the same without Donna Brazile working on them behind the scenes ?,NOT,NONE,NONE,2
2435,2435,hasoc_en_2436,"# GandiNaaliAbuse can someone ask Adhir , as to why his daughter committed <SWEAR-1> , what did she saw ? ? ?",NOT,NONE,NONE,2
2436,2436,hasoc_en_2437,# GandiNaaliAbuse Crazy politics of Cong has vanished its element of cultural ethics .,NOT,NONE,NONE,2
2437,2437,hasoc_en_2438,@ RahulGandhi must answer if word # GandiNaaliAbuse used by his leader in LS is word of love . It is exemplary culture of BJP MPs who did not refer opposition to Mathai book in response to such <SWEAR-0> language . @ sambitswaraj @ AnchorAnandN @ smitaprakash # GandiNaaliAbuse,NOT,NONE,NONE,2
2438,2438,hasoc_en_2439,They wont be applauding when he <SWEAR-2> up Brexit . Only a <SWEAR-1> can look at what Johnson has done as a politician and conclude that <SWEAR-2> do what he says he will .,HOF,PRFN,TIN,1
2439,2439,hasoc_en_2440,Trump did it again ! ! Iran leadership doesnt understand the words nice and compassion ... Donald is soooo funny !,NOT,NONE,NONE,2
2440,2440,hasoc_en_2441,# GandiNaaliAbuse # GandiNaaliInsult # gandinaali By such statements you are insulting People of India . He is elected and selected by us . You have no right to say such things .,NOT,NONE,NONE,2
2441,2441,hasoc_en_2442,# GandiNaaliAbuse Adhir 's <SWEAR-0> language used in Parliament proves & Confirm that days Nehru & Gandhi Congress are over & its now Italian Congress .,NOT,NONE,NONE,2
2442,2442,hasoc_en_2443,And @ yanisvaroufakis blamed everyone else for his mistakes too but at least he had a sense of humour .,NOT,NONE,NONE,2
2443,2443,hasoc_en_2444,This is what two <SWEAR-2> <SWEAR-2> look like..bumass crackheads all over for some little bud . VG4L very <SWEAR-2> 4 life is what I see . <SWEAR-2> riding <SWEAR-2> pic.twitter.com/tjANQYqtrn,HOF,PRFN,TIN,1
2444,2444,hasoc_en_2445,# GandiNaaliAbuse China and other non democratic countries would be laughing at us . \n\nMatter of shame.\n\nTime we elected leaders and not RUFFIANS .,NOT,NONE,NONE,2
2445,2445,hasoc_en_2446,# GandiNaaliAbuse It is an insult to the constitution N democracy of the nation .,NOT,NONE,NONE,2
2446,2446,hasoc_en_2447,", \n \n",NOT,NONE,NONE,2
2447,2447,hasoc_en_2448,Parliment is the temple of Indian democracy and no unparliamentary words should be used . Moreover it shows the character of the person using it. # GandiNaaliAbuse,NOT,NONE,NONE,2
2448,2448,hasoc_en_2449,Your <SWEAR-1> and DUP colleagues voted not to leave three times .,NOT,NONE,NONE,2
2449,2449,hasoc_en_2450,"E Jean Carrol is not needed to smear President Trump . He can do that all by himself . By the way , she should get some assistance . TL",NOT,NONE,NONE,2
2450,2450,hasoc_en_2451,"# GandiNaaliAbuse The stinking drain is only a symbol of the place where the Congi family finds itself in . The <SWEAR-0> was born out of desperation and rage , and is no reflection on the PM who is an exemplary leader .",NOT,NONE,NONE,2
2451,2451,hasoc_en_2452,"Except for a reversal on position of DACA , except Trump 's properties are among the employers taking advantage of <SWEAR-0> immigrants , except Trump lowered the number of <SWEAR-2> the US will accept . But , yeah , pretty much the same .",NOT,NONE,NONE,2
2452,2452,hasoc_en_2453,Hindi toh samaj aati h ye toh natak hai # GandiNaaliAbuse,NOT,NONE,NONE,2
2453,2453,hasoc_en_2454,"# GandiNaaliAbuse LS is not meant to <SWEAR-0> our highest <SWEAR-1> body nd wasting money nd precious time of Parliament , where number of issues of common ppl get unnoticed ! \nIt seems that there is challenge to opposition to become opposition indeed !",NOT,NONE,NONE,2
2454,2454,hasoc_en_2455,"Again Congress started <SWEAR-0> PM from day 1 . <SWEAR-2> pathetic and tragic . Matilaal , JawaharlalN , IndiraG , all were character-corrupt , and now IndiraG is MaGanga ! And Mr Modi is Gandi Naali ! Even <SWEAR-2> never speak this language . Hate these parliamentarians. # GandiNaaliAbuse",HOF,PRFN,TIN,1
2455,2455,hasoc_en_2456,"Someone please remind # AdhirRanjanChowdhury that he 's an MP , rather than a street brawl specialist from Didi-land . He starts on a wrong foot with his # GandiNaaliAbuse today",NOT,NONE,NONE,2
2456,2456,hasoc_en_2457,# GandiNaaliAbuse Shame on Congress for using filthy language . Congress deserves anhilation from Indian political scene .,NOT,NONE,NONE,2
2457,2457,hasoc_en_2458,People @ republic of # India.. To what level do we want to stoop to ? This highly objectionable as time and again we have seen any tom <SWEAR-2> harry hurling <SWEAR-0> at our H'nble PM @ narendramodi as again # GandiNaaliAbuse # GandiNaaliInsult resurfaces STOP IT !,NOT,NONE,NONE,2
2458,2458,hasoc_en_2459,"# GandiNaaliAbuse\nCongress mind set is well reflected after the real <SWEAR-0> defeat . Anger , Frustration , <SWEAR-2> End.\nIt is similar to the Anger of King Dirudhirashtra father of Duryodan in Mahabharat after the war when his entire 100 sons including Duruyodna were <SWEAR-2> by Bhim .",NOT,NONE,NONE,2
2459,2459,hasoc_en_2460,# GandiNaaliAbuse Some of these <SWEAR-0> politicians are responsible for fanning hatred & incite atrocities across India . They are part of the problem & not a solution . People of the country have rightly <SWEAR-2> them . They cause immense harm to the society .,NOT,NONE,NONE,2
2460,2460,hasoc_en_2461,"... .The wonderful Iranian people are suffering , and for no reason at all . Their leadership spends all of its money on <SWEAR-2> , and little on anything else . The U.S. has not forgotten Irans use of IEDs & EFPs ( <SWEAR-2> ) , which <SWEAR-2> 2000 <SWEAR-1> , and wounded many more ...",NOT,NONE,NONE,2
2461,2461,hasoc_en_2462,The leader might be new but the mindset of the Gandhis does n't change ... .Mr. Adhir has let down Bengalis today # GandiNaaliAbuse @ republic,NOT,NONE,NONE,2
2462,2462,hasoc_en_2463,dating moms taking young <SWEAR-2> video <SWEAR-0> doctor chubby <SWEAR-0> <SWEAR-0> angela sora <SWEAR-2> <SWEAR-2> pic.twitter.com/73dNc6cjJS,HOF,PRFN,TIN,1
2463,2463,hasoc_en_2464,"# GandiNaaliAbuse\nFilthy party has filthy mindset , congress has shown its true <SWEAR-2> after the <SWEAR-0> utterance its MP , congress all set to become single digit strength party in next election .",NOT,NONE,NONE,2
2464,2464,hasoc_en_2465,"Mexico has done more to secure our border in 10 days than Democrats in Congress have in 10 YEARS . The time to put <SWEAR-1> first is now , we must act to fix the crisis on the border !",NOT,NONE,NONE,2
2465,2465,hasoc_en_2466,Basically Congress and it 's allies do not like Hindus and PM represents as a Hindu which they absolutely <SWEAR-2> . Entire Congress and it 's supporters should be thrown out of this country . \n # GandiNaaliAbuse,HOF,HATE,TIN,0
2466,2466,hasoc_en_2467,"# GandiNaaliAbuse really shameful to use these words in parliament , 2024 again Modi , congi 5 seats",NOT,NONE,NONE,2
2467,2467,hasoc_en_2468,Opposition is a shame to the country ... # GandiNaaliAbuse,HOF,HATE,TIN,0
2468,2468,hasoc_en_2469,# gandinaaliabuse cong shown their true <SWEAR-2> in parliament by <SWEAR-0> PM,NOT,NONE,NONE,2
2469,2469,hasoc_en_2470,"# GandiNaaliAbuse | The issue is of entitlement . They have been <SWEAR-0> Modi from the very start . For them Indira is India and India is Indira : Dr. Sambit Patra- National Spokesperson , BJP",NOT,NONE,NONE,2
2470,2470,hasoc_en_2471,Are you crazy ?,NOT,NONE,NONE,2
2471,2471,hasoc_en_2472,E. Jean Carroll responds to Trump saying she 's 'not his type'\n\n,NOT,NONE,NONE,2
2472,2472,hasoc_en_2473,"# gandinaaliabuse you can see how frustrated the <SWEAR-2> are . Pathan , chopra , srivastav , bhamla are gandi naalis.That 's why people did n't vote for them .",HOF,HATE,TIN,0
2473,2473,hasoc_en_2474,"Have you contacted your Members of Congress today ? They work for us ( well , they ’ re supposed to ) . Hold them accountable . # DemocracyIsNotASpectatorSport # GetInvolved # TrumpIsADisgrace # TrumpIsATraitor # TrumpMustResign https : //t.co/SnbkScGNok",NOT,NONE,NONE,2
2474,2474,hasoc_en_2475,<SWEAR-2> why is being silenced by his carers if he has such a wonderful plan ? # fearty # wheresboris # BorisJohnsonShouldNotBePM https : //t.co/2rhqX9Q0Ki,NOT,NONE,NONE,2
2475,2475,hasoc_en_2476,What is going on ... .. How can we trust Johnson # BorisJohnsonShouldNotBePM https : //t.co/SOreOA3EiG,NOT,NONE,NONE,2
2476,2476,hasoc_en_2477,"Why are Pakistan team allowed for Namaz In Ground , And we hope rules will be rules for all teams . Hashim Amla is allowed where he wont wear logo on his tshirt . Hyprocrisy by @ ICC we are with dhoni # DhoniKeepsTheGlove",NOT,NONE,NONE,2
2477,2477,hasoc_en_2478,# resist # womensrights # <SWEAR-0> # WestPoint cadet 's <SWEAR-2> conviction reversal outrages victim advocates - West Point cadet 's <SWEAR-2> conviction reversal outrages victim advocates https : //t.co/BkXDkBQY0j,NOT,NONE,NONE,2
2478,2478,hasoc_en_2479,"@ PaulaEbbenWBZ I ’ m thinking he can ’ t make it on the outside and wants to go bck to the can , looks like he will be successful # Creepy # <SWEAR-1> # <SWEAR-2>",NOT,NONE,NONE,2
2479,2479,hasoc_en_2480,@ TheSun Why is this creature even alive ? ? # <SWEAR-2>,NOT,NONE,NONE,2
2480,2480,hasoc_en_2481,@ manakgupta @ MamataOfficial # DoctorsFightBack # MRSMCH # RDA Do n't give up Guys Whole Indian Medical Fraternity is with U Until @ MamataOfficial Unconditional Apology & amp ; Arrest Action on 200 Jihadis under CrPC-302 who <SWEAR-2> Resident Doctors Do n't Call Off Strike which now hv bcome National Movement KeepItUp,NOT,NONE,NONE,2
2481,2481,hasoc_en_2482,# DonaldTrump Has Sold Out America To The Fricking <SWEAR-1> Russian <SWEAR-0> <SWEAR-1> 'REDS ' # MoreSanctionsOnRussia 'NOW ' # FuckTrump Nuff Said ! .😠 https : //t.co/hYPhOaUrcw,HOF,HATE,TIN,0
2482,2482,hasoc_en_2483,@ realDonaldTrump You wish . # FuckTrump,NOT,NONE,NONE,2
2483,2483,hasoc_en_2484,CRICKET FANS WAITED 4 LONG YEARS FOR SEEING THE RAIN IN ENGLAND ..ICC RUINED THIS YEAR 'S WORLD CUP # SHAMEONICC,NOT,NONE,NONE,2
2484,2484,hasoc_en_2485,"OJ Simpson will pay for what he did for <SWEAR-2> his ex wife . Even though this happened in 1994 , he knows what he did wrong to this day and will pay for it . # <SWEAR-2>",NOT,NONE,NONE,2
2485,2485,hasoc_en_2486,"@ rajeev_mp @ msdhoni @ adgpi @ imVkohli @ BCCI There 's a separate set of rules for ICC events . A <SWEAR-2> match is not an ICC event , a World Cup is . P.S . I 'm in favour of # DhoniKeepsTheGlove , even if it means India have to pull out of CWC .",NOT,NONE,NONE,2
2486,2486,hasoc_en_2487,"One doctor in coma , another lost his vision , petrol <SWEAR-2> & amp ; acid bottles hurled at doctor hostels , <SWEAR-2> threats by religious fanatic groups to female doctors and police taking no action coz CM is against the doctors .Why the @ PMOIndia @ HMOIndia is <SWEAR-2> helpless ? # DoctorsFightBack",NOT,NONE,NONE,2
2487,2487,hasoc_en_2488,"It ’ s another week - let ’ s do the # BoJo poll again . # BorisJohnson Do you love him and believe in # Boris4PM , or think # BorisJohnsonShouldNotBePM ?",NOT,NONE,NONE,2
2488,2488,hasoc_en_2489,These stunning photos shows the dual-identities of LGBTQ military veterans # Resist # ResistTrump # FuckTrump https : //t.co/BYt9ahwcvF,NOT,NONE,NONE,2
2489,2489,hasoc_en_2490,Boris make a last minute appearance on Channel 4 debate # BorisJohnsonShouldNotBePM # C4debate https : //t.co/1NtU20vYZ2,NOT,NONE,NONE,2
2490,2490,hasoc_en_2491,Thank you Honourable @ nsitharaman ji . Getting supported by nation matters a lot for every person in the country.And you always support every good thing as parents do.Thanks for supporting @ msdhoni # DhoniKeepsTheGlove it shows that the team @ narendramodi is Best . @ poonam_mahajan https : //t.co/f5v3eC09Od,NOT,NONE,NONE,2
2491,2491,hasoc_en_2492,@ CBSNews @ SenSchumer how about ur buddy Barack ... ur ok with him right ... He knew what was transpiring ... ..go investigate him pal # Douchebag,NOT,NONE,NONE,2
2492,2492,hasoc_en_2493,Keep it moving # TrumpIsATraitor # ImpeachmentInquiryNow https : //t.co/Q0rsoNgRPc,NOT,NONE,NONE,2
2493,2493,hasoc_en_2494,And after that @ narendramodi modi will be distribute 5cr scholarship to <SWEAR-2> @ mvmeet ji we should demand to # ModiSarkar2 for # RamMandir # PopulationControlLaw # Article370 # HinduSamarajyaDiwas # Bengal # BengalBurning # DoctorsFightBack https : //t.co/LPFu489hBG,NOT,NONE,NONE,2
2494,2494,hasoc_en_2495,"Corrected typo and reposting 😃 Kindly retweet , follow for more cartoons everyday 😇 # DhoniKeSaathDesh # DhoniKeepsTheGlove # BalidaanBadge # DhoniKeepTheGlove # cartoon # ICCWorldCup2019 # SuperShowDown # IndiaWithDhoni @ virendersehwag # ICC Thank you @ OzVish1 for pointing the typo ! https : //t.co/9LZZfIflns",NOT,NONE,NONE,2
2495,2495,hasoc_en_2496,Ocasio-Cortez says Dems are 'sitting on our hands ' on impeachment # Resist # ResistTrump # FuckTrump https : //t.co/qdpXEtqYXC,NOT,NONE,NONE,2
2496,2496,hasoc_en_2497,"# IstandwithNRS # DoctorsFightBack # SaveTheSaviours # ALLENHaiTohMumkinHai Irony is , teachers ( who make us doctor ) who taught us at the Time of neet-ug . Have not a sec to support doctors https : //t.co/x7LH1pJPvI",NOT,NONE,NONE,2
