,Unnamed: 0,text_id,text,task_1,task_2,label
1198,1198,hasoc_de_1199,"Das Foto zur Schlagzeile finde ich süß. Auch, wenn mir die kleinen Mohammeds etwas blass vorkommen.  #Mohammed https://t.co/pynfrzkfjI",HOF,OFFN,1
3543,3543,hasoc_de_3544,... Meinungsfreiheit?  #NetzDG = schwerwiegender Eingriff in Grundrechte  #Verfassung #Grundgesetz Keine #Zensur #TwitterSperrt  https://t.co/jYIeUr6iuB,NOT,NONE,2
3429,3429,hasoc_de_3430,Skandal um gefälschte #Parma-Schinken🍖  Das private Parma-Qualitäts-Institut (IPQ) wurde suspendiert.  2018: wurden 1 Mio. falsch deklarierte Schinken verkauft.  #Italy 🇮🇹#ParmaSchinken #JambonDeParme  #ham #Italia #ProsciuttoDiParma #ProsciuttoDiModena https://t.co/CSImPlVaQg,NOT,NONE,2
1744,1744,hasoc_de_1745,mal was in eigener Sache  warum kommt dieser scheiss  https://t.co/A9k9CbZ4Ca  immer in meinen privat Nachrichten ??  heute bestimmt schon 10 mal als privater chat angezeigt😡😡,HOF,PRFN,1
801,801,hasoc_de_802,@GtzFrmming 😂😂😂  Da sieht ein jeder sofort daß dies eine reine 'Liebeshochzeit' ist....  🤮🤮🤮 https://t.co/U58JtQgDqm,HOF,PRFN,1
1950,1950,hasoc_de_1951,Hauptsache mehr GEZ...und dann Lügenpropaganda   ...  frei Haus...kotzkotz🤮🤮🤮    https://t.co/s2r87knh1m,HOF,PRFN,1
3073,3073,hasoc_de_3074,"@Hartes_Geld @SoliDavidwache Also bloße Kritik an Mitbewohnern macht noch keinen Nazi aus. Das die nicht aus der Nase gezogen ist, war ja offensichtlich. Zudem erkennt man ja an Gestik und verbalen Reaktionen der Zigeuner was für ein Agressionspotential vorhanden ist.",HOF,OFFN,1
2647,2647,hasoc_de_2648,Kann die @Eintracht jetzt bitte mit Ajax Amsterdam das Finale um den Irgendwas-Pokal ausspielen? Zwischen dem EuroLeague- und CL-Finale? Und am Ende bekommen beide einen Pott für ihre unglaublichen Euro-Auftritte? Einfach so im Namen der Fans? Ich bin dafür! #CHESGE,NOT,NONE,2
2759,2759,hasoc_de_2760,"Erst nehmen sie ihm seinen Job &amp; jetzt rauben sie ihm noch seinen Schlaf – mir auch. Er soll sie jetzt ins 6 Stunden entfernte Krakau gebracht haben, 2x.    Ich frag mich jetzt wirklich langsam, wer hier der Idiot ist.😢    #findbecci endlich, sucht #rebecca   https://t.co/WFerocSlDs",NOT,NONE,2
1413,1413,hasoc_de_1414,Und es ist soweit! https://t.co/xhSnujd2Ku die neue Kampagne der AfD-Fraktion Niedersachsen @AfD_FraktionNds geht online! Verbreitet den Hashtag #weilesreicht https://t.co/6Es0skSRoY,NOT,NONE,2
3316,3316,hasoc_de_3317,"Oh, das ist aber übel! Da muss sofort was unternommen werden. Das ist nicht zu vergleichen mit der Industrie. Hier geht es um Diversität, nicht um die Grundlage des Wohlstands. Hier brennt die Hütte! https://t.co/g41oxHkgZm",NOT,NONE,2
3463,3463,hasoc_de_3464,"Kritischer Journalismus ist nötiger denn je. Warum wir – Stefan Korinth, Paul Schreyer und Ulrich Teusch – ein neues Online-Magazin gründen wollen und dafür um Unterstützung bitten: https://t.co/4XPpJNPZCe",NOT,NONE,2
1631,1631,hasoc_de_1632,Hinweis an Meldemuschis und Zensurschnepfen! Ich stelle mit diesem Tweet bloß ein Frage! Lasst mich also bitte weiter tweeten!  Auf welche Weise dienen die Russland-Sanktionen und die Milliarden Entwicklungshilfe an China dem Wohle des deutschen Volkes und wenden Schaden von ihm?,HOF,OFFN,1
1428,1428,hasoc_de_1429,"@FailDef @convalaria1 @Wirklichkeit123 @Tschonka Ja, die über 50 islamischen Länder sind Musterbeispiele für Humanismus, Toleranz und Menschenrechte. Ich würde ja mal über andere Tabletten nachdenken. Viel Erfolg dabei!",HOF,OFFN,1
1807,1807,hasoc_de_1808,darum gehe ich ohne Schlüpper😂😂  oder  wenn wichtige Termine mit Ersatzschlüpper👍👍 https://t.co/U9BJ1CZFBY,NOT,NONE,2
1999,1999,hasoc_de_2000,leben tausend Jahre zurück kennen es nicht anders . Die würden sich nie Integrieren  Unter mir wohnt so eine wenn die Kocht kommt das alles durch meine Lüftung das stingt widerlich ..Frag mich manchmal was die wohl im Kochtopf hat ..Flüchtling kein Wort deutsch fragen geht nicht https://t.co/MCrCEQr6HK,HOF,HATE,0
3633,3633,hasoc_de_3634,"@realJohr Immerhin gibt die AfD Berlin zu, dass sie selber die falschen Schlüsse ziehen 😅 ob man damit jetzt gleich werben soll, ist natürlich die Frage.",NOT,NONE,2
3146,3146,hasoc_de_3147,"@Hartes_Geld Eh alles Wurscht.Das Projekt evolutionärer Entwicklung scheint in D ja ohnehin gescheitert zu sein,wie man sieht.😂",HOF,OFFN,1
3655,3655,hasoc_de_3656,"@realJohr Ich glaube es ist mal wieder überfällig davor zu warnen, es sich zur Lebensaufgabe zu machen, solche Idioten zu hypen. Ihr besorgt genau wie Talkshows und Politmagazine deren Werbung! Genau das wollen sie, was Ihr liefert. Maximale Empörung. Nennt sich Aufmerksamkeitsökonomie.",HOF,PRFN,1
2712,2712,hasoc_de_2713,"Diesen #Frauen muss geholfen werden, nicht den Testosteron gesteuerten #Taharrush Lümmeln... https://t.co/nFh0ah08Kh",HOF,HATE,0
1681,1681,hasoc_de_1682,"🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮  Nichts ist zu peinlich, als dass es die deutsche Presse nicht schreiben würde. Sie wollen ihn wirklich an der Spitze sehen und bereiten den Wähler schon mal auf das Wahlergebnis vor. https://t.co/l7aBKU5rdI",HOF,PRFN,1
114,114,hasoc_de_115,"@JoanaCotar @Notabaris @Die_Gruenen @GoeringEckardt Die meisten Grünen wären zu dumm, eine Würstchenbude erfolgreich zu betreiben. Aber sie wissen natürlich genau, was Konzerne zu tun haben. Der Standort Deutschland wird scheibchenweise ruiniert.",HOF,OFFN,1
2668,2668,hasoc_de_2669,"#Bexbach: Drei syrische Jugendliche bedrohen am Pfingstwochenende an drei Tagen hintereinander Bahnreisende, auch mit Messer und belästigen Frauen und Mädchen - Polizei lässt sie immer wieder laufen  https://t.co/plbzEOHNHC",HOF,HATE,0
29,29,hasoc_de_30,#AfD in #Brandenburg jetzt Nummer 1. Die Wahlen im Herbst werden das politische Gefüge in ganz 🇩🇪 erschüttern und vllt. auch die #GroKo sprengen. Ich freue mich drauf! https://t.co/70lk4y0NZO,NOT,NONE,2
3651,3651,hasoc_de_3652,@realJohr @luciamertins So sieht eine gesinnungstechnische Abwärtsspirale aus.Und der ist Richter?keine gute Entwicklung.arme Sau.,HOF,PRFN,1
2422,2422,hasoc_de_2423,"Imad #Karim heute abend vor der @AfDimBundestag: „Zwischen dem #Islam und der Mafia gibt es vor allem drei Gemeinsamkeiten: Man wird hineingeboren, man kann auch beitreten, aber keiner kann austreten.“ Austritt bedeutet das Todesurteil. #Apostasie https://t.co/UzDrbvBcHZ",HOF,HATE,0
2941,2941,hasoc_de_2942,"@Hartes_Geld Was soll man als Elternteil dieses armen Jungen in so einer Situation machen? Wegziehen (wenn es geht) oder Geld sparen und Leute anheuern die dieses Problem fixen, denn dieses Pack versteht nur die Sprache der Strasse. Erst wegziehen und dann das Problem fixen lassen ist der Weg",NOT,NONE,2
1569,1569,hasoc_de_1570,"Was jetzt, Herr @rbrinkhaus?  Da eine Mehrheit selbst innerhalb der #CDU #AKK als Kanzlerkandidatin für ungeeignet hält (was sie ja auch ist), haben Sie sich mit Ihrer Festlegung auf Kramp-Karrenbauer sehr früh sehr weit aus dem Fenster gelehnt! https://t.co/035huztHnm",NOT,NONE,2
3421,3421,hasoc_de_3422,In Italien🇮🇹 bezeichnet man die linksrote #Justiz mit ihren unfairen Urteilen (Kuscheljustiz ggü #Migranten ähnlich wie in DE 🇩🇪)  inzwischen als 'Magistratura Rossa' 🔴  Das linksgerichtete Fernsehen als 'Circo Rosso'.  #Framing #GEZ @434italo @ItaliaRAI #TV  https://t.co/vAWRhvQoCT,NOT,NONE,2
3183,3183,hasoc_de_3184,"@npistcool @BerLindow @90Minjoker1 @polizeiberlin Nix #merkelmussweg, Merkel hätte nie passieren dürfen. Ich wünschte ich hätte eine Zeitmaschine und könnte das kaputte Kondom austauschen, aber auch die von anderen Vätern von Linken. Erst die DDR mit kaputt gemacht und jetzt ganz Deutschland und Europa. 😢    Teil-Satire by Wil",HOF,HATE,0
3140,3140,hasoc_de_3141,AfD legt in Rheinland-Pfalz deutlich zu – SPD sackt ab https://t.co/pYFoeCWTP0,NOT,NONE,2
2201,2201,hasoc_de_2202,"Habe die Geldbörse von einem Syrer gefunden. Hab sie behalten, ist ja schließlich mein Geld. https://t.co/2dxoRXcTQu",HOF,HATE,0
939,939,hasoc_de_940,"Fassungslos stellt man sich immer wieder zwei Fragen: Warum entwickeln sich Menschen in einem Land, dass sie aufnimmt, versorgt und ihnen eine bessere Zukunft bietet als ihre Heimat, zu Räubern, Vergewaltigern und Totschlägern?   ⏬⏬⏬   https://t.co/D5yWniyPck",HOF,OFFN,1
2749,2749,hasoc_de_2750,@gutmenschkind @spdde Diese verkommene Haltung scheint aber normal in der #SPD s Pöbelralle @Ralf_Stegner + er hier https://t.co/evG1lPq6Vc,HOF,HATE,0
347,347,hasoc_de_348,"Was hat #AbouChaker gemacht um vor Gericht zu kommen?  ✔Bedrohung jmd zu töten  ✔ mit Fingern in Augen gestochen  ✔Kopfstoß, Tritte  ✔Opfer erlitt Nasenbeinbruch+  ✔Platzwunde am Kopf  ...  und die Strafe: 10 Monate auf Bewährung!  Wo leben wir eigentlich? https://t.co/rU1nX2hCXL",NOT,NONE,2
2069,2069,hasoc_de_2070,Chebli geht zum Kiosk.  'Ich hätte gerne den Schokoriegel mit dem Löwen vorne drauf!'  Kioskbesitzer: 'Lion?'  Chebli: 'Nein! Ich möchte ihn kaufen!     #chebliwitze,HOF,OFFN,1
438,438,hasoc_de_439,"Medien und Linksgrüne jammern, dass nun auch ihnen konforme Accounts und Meinungen von Twitter gesperrt bzw. verwarnt werden. Tröstet euch, genauso wird euch eure 'alle rein' Mentalität um die Ohren fliegen und ihr werdet auch bereichert werden.  #NetzDG  #Twittersperrt",HOF,HATE,0
1085,1085,hasoc_de_1086,"Das nenne ich konsequent! ⚡#SriLanka wirft 200 islamische Geistliche aus dem Land.⚡   Warum geht das in 🇩🇪 nicht? Müssen wir warten, bis die Saat des Hasses von #Islamisten und #Salafisten zu neuen Terroranschlägen führt? #SriLankaTerrorAttack   https://t.co/zh1fmgJU9M",HOF,HATE,0
1056,1056,hasoc_de_1057,😡🤮😡🤮😡🤮😡🤮😡  POL-HH: 190611-2. Zeugenaufruf nach gefährlicher Körperverletzung in Hamburg-St. Georg https://t.co/NvpDjGINsC #ots,HOF,PRFN,1
133,133,hasoc_de_134,"@baerbeli04 @bernd471 Ich bin selbst aus dem Westen, aber davon können sich die gehirngewaschenen Weichbirnen mal eine Scheibe abschneiden.",HOF,OFFN,1
1389,1389,hasoc_de_1390,"ich weiß nicht was das hier werden soll...?     Beispiel: ich brauche nicht mit darüber reden, ob das Autofahren mit 180 Kmh in der Fußgängerzone sinnvoll wäre, weil es gefährlich und sowieso verboten ist...!     .....wie kann das undemokratisch sein...?    https://t.co/eBhET3s7Aj",NOT,NONE,2
1650,1650,hasoc_de_1651,"Du bist  - queer / non-binary  - links-grün  - intolerant (alle rechts der SPD sind Nazis)  - pro-Islam, anti-Deutsch   - empört und getriggert  - hast Depressionen o.ä.    Du übernimmst Meinungen und Standpunkte, hast dadurch Feindbilder.    Du hast keine Probleme, du machst Dir welche.",HOF,OFFN,1
1625,1625,hasoc_de_1626,"@BKsoll @Ungebeten1 Um so schlimmer, wenn man trotz der höheren Bildungsabschlüsse zu blöd ist sein Wissen in der Praxis anzuwenden und auszurechen was uns die Asylbetrüger kosten, und dass diese selbst die Kosten nie erwirtschaften werden.    https://t.co/gGlJlyZ9RQ",HOF,OFFN,1
2588,2588,hasoc_de_2589,"In meinem nächsten Leben werde ich alles anders machen.  Es kann natürlich sein, dass es gar kein nächstes Leben gibt.  Dann werde ich in meinem nächsten Leben dumm aus der Wäsche gucken.",NOT,NONE,2
1682,1682,hasoc_de_1683,tja da sieht man was heute wichtig ist in MusselSchland😡😡 https://t.co/rqFZwRLWqi,HOF,OFFN,1
964,964,hasoc_de_965,"@ZDFheute @HeikoMaas Sie, @HeikoMaas u auch @ZDFheute sorgen durch Totschweigen von offensichtlichem Unrecht an einer bestimmten Bevölkerungsgruppe (Deutsche), Zensur u systematischer Angst-&amp; Diskriminierungspolitik aber schon dafür, dass wir uns der Zeit von #AnneFrank wieder annähern.",HOF,OFFN,1
1924,1924,hasoc_de_1925,9-JÄHRIGE von Negroiden aus Nigeria brutal vergewaltigt https://t.co/HLxc6eDYa5 https://t.co/tRVhGp0X4G,HOF,OFFN,1
2065,2065,hasoc_de_2066,"Inklusion ist ja toll, aber warum bekommt eine psychisch Gestörte die #GoldeneKamera?   Von was wird dieser @zdf Bessermensch-Mist eigentlich bezahlt? Etwa auch von unseren GEZ-Gebühren?",HOF,OFFN,1
2072,2072,hasoc_de_2073,Was macht Chebli auf einmal in Indien?    Man hat ihr gesagt die Toilette ist am Ende des Ganges ...     #Chebliwitze,HOF,OFFN,1
1885,1885,hasoc_de_1886,"Gut, dass die EUzis den #Brexit bislang eisern verhinderten.  Bei der #EUWahl2019 kommt der Bumerang: Mit der #BrexitParty werden haufenweise EU-Gegner ins Parlament gespült.  👍 https://t.co/awK6qhz8Ap",NOT,NONE,2
2261,2261,hasoc_de_2262,"Nachdem der erste Wohlfühl-Rausch der vermeintlichen moralischen Überlegenheit verflogen ist, soll nun die Allgemeinheit für die freiwillig geleisteten (!) »Flüchtlings«-Bürgschaften aufkommen…    https://t.co/PulXxJlOGb https://t.co/38mYRb9QCJ",NOT,NONE,2
2075,2075,hasoc_de_2076,"Gespräch mit Bessermenschen  Heute: Winter.  'Das Wetter spielt verrückt! Wie sollen wir jetzt Radfahren? Das ist menschengemachter Klimawandel'.  'Nein, das ist Winter - im Winter!' ❄ https://t.co/OZa4cNiWgK",NOT,NONE,2
1714,1714,hasoc_de_1715,sehr richtig und gut  gesagt!!👍👍👍  #und viele doofmichels begreifen das nicht mal!!💩💩 https://t.co/dozlF9cZe6,HOF,OFFN,1
3051,3051,hasoc_de_3052,"@Hartes_Geld Echt gut, meine Tochter hat auch zwei Zöpfe - aus 😍 .. nur das NaSa Shirt ist bissl doof, denn die erzählen nur Märchen - passt aber zu #FFF",NOT,NONE,2
2399,2399,hasoc_de_2400,"'Regierung soll sich an Recht + Gesetz halten' - bei Grenzwerten.  Warum nicht beim Grenzschutz, du Nervensäge Robert Habeck?   #illner",HOF,OFFN,1
746,746,hasoc_de_747,Der 'Der Islam gehört nicht zu Deutschland!' sagen über 90 % aller Befragten in einer TED-Umfrage! Ich schließe mich der Mehrheit an! https://t.co/XX74yNE31d,HOF,OFFN,1
2559,2559,hasoc_de_2560,"MMNews: Hartz IV und Spaß dabei: Im Internet kursiert ein Video eines mutmaßlichen Clan-Mitglieds, das sich über das Jobcenter lustig macht. Voller Stolz zeigt er Auto samt Inhalt - gearbeitet hat er offenbar nicht dafür... Read more... https://t.co/WCYOKYSZAV",HOF,HATE,0
854,854,hasoc_de_855,ROT-ROT-GRÜN! Klingbeil lässt die Katze aus dem Sag.   Das Ziel von Merkel und ihrer rotgrüne Bande ist fast erreicht. Ich gratuliere Erich Honecker posthum.  Die CDU und SPD sind am Ende und seine Genossen an der Macht. 🤮  https://t.co/N8NgWouZKQ,HOF,PRFN,1
1873,1873,hasoc_de_1874,So blöd sind de halt...die dumpfbacken...Macht Anzeige...richtig so...    https://t.co/e08UldS58A,HOF,OFFN,1
2284,2284,hasoc_de_2285,"#AfD-MdB Ulrich #Oehme:  »Erschreckend, dass Scharia-Recht weitaus mehr in nicht-islamischen Ländern des #Europarates wie 🇬🇧, 🇬🇷 und neuerdings auch in 🇩🇪 – wie zum Beispiel die #Kinderehe – als Paralleljustiz praktiziert beziehungsweise geduldet wird.«  https://t.co/aP94ZEGdeB",HOF,HATE,0
3751,3751,hasoc_de_3752,@Ungebeten1 @Yuma_lein Man sollte immer den nötigen Respekt vor anderen haben. Die wichtigste Frage ist eher: ist so ein brauner Abschaum wie du würdig als Mensch wahrgenommen zu werden ?,HOF,HATE,0
3067,3067,hasoc_de_3068,"@Hartes_Geld Polizei scheitert ein?    'Mutti, schmeiß die Nackensteaks weg, sonst kommen die Bullen. Wir grillen heute Paprika.'",NOT,NONE,2
104,104,hasoc_de_105,@SaschaUlbrich @symptompanik @Mundaufmachen @AfD Man kann wirklich nur verzweifeln. Warum haben die Politiker das zugelassen? Warum haben wir das zugelassen. Fck Islam. Ich will diesen Rotz aus meinem Land haben. Zurück in das Mittelalter mit euch.,HOF,HATE,0
1787,1787,hasoc_de_1788,So geht Toleranz:  Sachsen  Künstler sympathisiert mit AfD: Jahresausstellung abgesagt    Meinungsfreiheit am Arsch🤮🤮,HOF,PRFN,1
3768,3768,hasoc_de_3769,"@Ungebeten1 @Shiwa_Waltraud ... es gibt nur noch einen Zeitgeist und mit dem sind wir echt verloren, dann lieber den Urknall und wir fangen von vorn an ...",NOT,NONE,2
3678,3678,hasoc_de_3679,@realJohr Wie bereits erwähnt: Hetzkrähe.,HOF,PRFN,1
1720,1720,hasoc_de_1721,"Huch, Kim Jong Merkel, der Zonenlurch. https://t.co/0UnKNhnXmf",HOF,OFFN,1
3629,3629,hasoc_de_3630,"@realJohr @georgloesel Wer einen Dr. Titel der Kirchenlehre hat, hat von Glauben vielleicht AHNUNG, aber Wissen von Wirtschaft kaum.",HOF,OFFN,1
2114,2114,hasoc_de_2115,ENDLICH ORDNUNG! Verkaufsflächen für negroide Schwerst-Drogendealer! https://t.co/Ztnzkr1pIp,NOT,NONE,2
744,744,hasoc_de_745,"'Sie haben es bis zum heutigen Tage nicht geschafft, sich mal zu fragen, warum diese Veränderungen denn eigentlich stattfinden', sagt @Joerg_Meuthen zu @ManfredWeber mit Blick auf das Erstarken rechter Parteien in #Europa. #AnneWill https://t.co/qY7tmQSJhZ",NOT,NONE,2
195,195,hasoc_de_196,"@AlexE1789 @Proteus93484191 D Ramadan ist eine Monat durchhängen ohne jegliche produktivität, dann drei Tage dauer Fest als Belohnung obendrauf! Aber woher sollte klein Heiko das wissen, i seinem Wolkenkukuksheim?",HOF,OFFN,1
1183,1183,hasoc_de_1184,"Snowflake @Olivia_Frey55 ist fassungslos: Der Nazi, Hartes_Geld, ist immer noch nicht gesperrt und wird jetzt sogar belohnt!  😂  https://t.co/lHRSsmhV7N https://t.co/Za8YpmuRf6",HOF,OFFN,1
511,511,hasoc_de_512,"Mecklenburg-Vorpommern - AfD bei 19 Prozent, SPD vor Machtverlust https://t.co/FM43dcPP07 via @welt 👍👍👍❤️❤️❤️ #afd ❤️❤️❤️ 👍👍👍",NOT,NONE,2
2732,2732,hasoc_de_2733,#taharrushgamea im Zug. Wieder wird Mädchen von Migranten sexuell genötigt. Sie stritten sich regelrecht um 'Beute' https://t.co/rye9v8n05J,HOF,HATE,0
3028,3028,hasoc_de_3029,"@Hartes_Geld Oh diese Gestalten. Die nie eigenes Geld verdient haben, und Arbeit scheuen, wie der Teufel das Weihwasser hüpfen mal wieder, erbärmliche, degenerierte Generation von Memmen! Man müsste sie alle zwingen ein Jahr in Pflegeheimen zu arbeiten und alte Menschen pflegen, faule Typen! https://t.co/EBvpbtqFaL",HOF,OFFN,1
1751,1751,hasoc_de_1752,"Wie scheiße die wohl aussieht, wenn sie mit 60 rauskommt und ihre verschissenen Tattos verblasst sind ? 🤔🤔🤣🤣  das mal ein Kapitän wo man nur noch über Bord springen will😂😂 https://t.co/qSPs05MSvs",HOF,PRFN,1
2070,2070,hasoc_de_2071,Cheblis Vater beim Clantreffen:   'Wo geht's hier nach Aldi?'  Cheblis superschlaue Nichte verbessert: 'Zu Aldi!'  Chebli: 'Was? Schon zu Aldi?'  #chebliwitze,HOF,OFFN,1
2711,2711,hasoc_de_2712,"Hätte er mal nur #AllahuAkbar gerufen, dann wär's vielleicht weniger geworden? https://t.co/FGJ7UdfVO7",HOF,HATE,0
2178,2178,hasoc_de_2179,Deutsche Hiebe per Post https://t.co/BD5clmXI7f https://t.co/eATfg4EbIG,NOT,NONE,2
3367,3367,hasoc_de_3368,Wieder der Fachkräftemangel ... https://t.co/9Cgu9p1Ks6,NOT,NONE,2
1869,1869,hasoc_de_1870,Wiedermal...so eine tolle Aktion.. der ach so lieben...klimafreundlichen...usw..natürlichen pfaffen... zum kotzen...Pack...🤮🤮🤮🤮     https://t.co/N502rvZWjF,HOF,PRFN,1
271,271,hasoc_de_272,"@DerBrainfucker @Martin_Sellner Westernhagen empfiehlt Kokainkonsum, um nicht AfD zu wählen, Beck empfiehlt Crystal, ich empfehle, Menschen mit drogenbedingten Hirnschäden unter Betreuung zu stellen, um die Öffentlichkeit vor deren totalitären Ideen zu bewahren.",HOF,OFFN,1
1895,1895,hasoc_de_1896,"Verfahren gegen #Böhmermann: Amtsgericht Köln soll seinen Geisteszustand überprüfen und die Frage, ob er überhaupt prozessfähig ist.  :)  https://t.co/C9RDRcnjFZ @janboehm",HOF,OFFN,1
1729,1729,hasoc_de_1730,da kann man gut lachen wenn man sich schön die Taschen füllen kann und  auf seine Themen Scheisst 💩💩  selber fressen macht dick!!+was interessieren mich andere+ https://t.co/VnuQyoOOOV,HOF,PRFN,1
1990,1990,hasoc_de_1991,"Merkel(ich bin froh, wenn sie verschwindet) war viel zu weich gespült in ihrer Bewertung. Böhmermann müsste für das 'Gedicht' verurteilt werden.  Wegen „Schmähgedicht“: Unterlassungsklage von Jan Böhmermann gegen Angela Merkel abgewiesen https://t.co/SWi7pfM20O # via @faznet",NOT,NONE,2
1776,1776,hasoc_de_1777,Ich arme Sau 😢😢😂😂 https://t.co/m6aZv77DLU,HOF,PRFN,1
3279,3279,hasoc_de_3280,"Das alles wird von #Chinesen ersetzt werden und die #Gruenen werden es überwachen. Das wird ein #Habeck mit geistiger Gonorö dem identitäslosem Volk aka #Deutsche, schon aufzwingen. Selbst nach schwerster Zerstörung u verachtenden Beleidigungen wachen die #Deutschen nicht auf! https://t.co/twZI56TGsn",HOF,OFFN,1
2066,2066,hasoc_de_2067,"Vor der Uni-Bibliothek (Jura!). 'Isch, misch, Digger' Gelabere von schmieriger Klientel, die eher in Döner-Laden+unseriöse Sisha Bar statt an die Uni gehört. Danke an die wahnsinnigen Bessermenschen, die  Gesamtschul-Abi+massives Runterfahren unserer Schuldbildung  ermöglichten!",HOF,OFFN,1
440,440,hasoc_de_441,Bismarck https://t.co/i2x69ZlZlZ via @YouTube,NOT,NONE,2
2344,2344,hasoc_de_2345,"@VenomStrike3 @ITUADE @Dieter_Stein @AfD Abgesehen vom schleichenden Verlust der nationalen Identität und Kultur haben wir mit vielen Einwanderergruppen auch kaum Probleme. Es gibt aber ein spezifisches Problem mit Einwanderung aus islamischen Ländern, siehe Sarrazins Buch. Viele Muslime wollen sich gar nicht ändern.",HOF,HATE,0
1633,1633,hasoc_de_1634,"Die wichtigste Frage dürfte sein: Hat sich der Sultan aus Ankara auch angesagt und vor allem, spielen die Türkenmuschis überhaupt in kurzen Hosen?  Nicht, dass sie mit Schnupfen wieder abreisen! ☝🏻  Ach so, dass ich für die Wikinger bin, ist klar?! #TurksAreComingForIceland",HOF,HATE,0
3728,3728,hasoc_de_3729,"@Ungebeten1 Meine Mutter ist vor 31 Jahren gestorben. Wäre heute 70! Na, dann viel Spaß, ihr Nekrophilen Leichenficker! 🤣🤣🤣",HOF,PRFN,1
154,154,hasoc_de_155,📢 Es gibt hier nichts zu sehen. Gehen Sie einfach Weiter. Es ist alles in bester Ordnung. Wir leben im besten Deutschland aller Zeiten. Ende der Durchsage. #Deutschland2019.#Fedidwgugl #LiebestattHass #Nohate #Toleranz     https://t.co/0BMw1EmgaY,NOT,NONE,2
2530,2530,hasoc_de_2531,Die Denunziations-Initiative „Reconquista Internet“ inklusive der Hetze gegen die Familie der ermordeten Susanna wird belohnt.  #grimmepreis     https://t.co/8yrHVXc7DO,HOF,HATE,0
3647,3647,hasoc_de_3648,@realJohr Also mit Vollgas in den Abgrund???   #Demokratiestirbt  #NazisRaus  #fckafd  #NoNeo,HOF,HATE,0
2720,2720,hasoc_de_2721,@realJohr Tschööh Ger... ääh Dingensdah 💩,NOT,NONE,2
1808,1808,hasoc_de_1809,"Wählt Grün, eure neue Heilsbringer Partei, folgt dem Führer Adolf Habeck und seinem Harem. Ihr wollt den Islam, die Grünen liefern den Islam. So ist Deutschland schon einmal einem Führer gefolgt.🧐🧐 https://t.co/uO5ojgmp1i",HOF,OFFN,1
1408,1408,hasoc_de_1409,"Jetzt regen sich alle auf das Greta nach der 9ten Klasse ein Jahr aussetzt. Warum? Ich bin auch nur 9 Jahre zur Schule gegangen. Ich frage mich, wie viele von den Nörglern selbst nicht länger da waren.",NOT,NONE,2
760,760,hasoc_de_761,"»Wenn die Fahne des ☪️ Halbmondes steigt, wird die Fahne des 🏳️‍🌈 Regenbogens brennen!«  Aktuelle Stunde im #Bundestag zu Maßnahmen gegen Homo- &amp; Transfeindlichkeit - Rede der stellv. #AfD-Fraktionsvorsitzenden @Beatrix_vStorch.  ℹ️ https://t.co/nOLcSTB9jg  🎬 https://t.co/x6GRyR1KN2 https://t.co/MRRzXfoMPw",HOF,OFFN,1
1897,1897,hasoc_de_1898,"#FrohePfingsten, Herr @StBrandner!   Möge der (alkoholische) Melissengeist Ihre Blutbahn erreichen: Sie haben es dringend nötig - lange sind ihre juristisch miesen Kenntnisse im Bundestag nicht mehr zu ertragen: Es geht nie bergauf, wenn Sie nicht Nachhilfe nehmen    #Afd #noAfd https://t.co/0YZGjAEcoP",HOF,OFFN,1
3290,3290,hasoc_de_3291,Deutschland 2019 - ein Irrenhaus:  Merkel und ihre Komplizen lassen  Millionen Illegale ins Land und verschärfen damit unter anderem die  Wohnungsknappheit. Linksextreme verüben Terroranschläge auf  Immobilieneigentümer und ...  https://t.co/tU2peAaVXx  https://t.co/JHeDhe74W7 https://t.co/gOqnX1EsgK,HOF,PRFN,1
3128,3128,hasoc_de_3129,@Hartes_Geld  @HaraldBecker80  @ichbinkoelnerin  @willnurschreibn  @66Norweger66  @burger_ein  @RolandTichy  @Birdie51411736  @Lebensformation  @4Kolner  @GudrunBecker11  @puffyka81  @NoctiDenktNach  @Pegasia111 https://t.co/SMPTfcgIlp,NOT,NONE,2
1680,1680,hasoc_de_1681,"Mit Blick auf diese vom üblichen Verdächtigen fremdfinanzierten Zombies finde ich 'Extinction',also das Aussterben solcher 'Aktivisten' gar nicht so verkehrt. Glücklicherweise ist ihr Fortpflanzungsdrang durch ihr genderfluides Dasein total gestört und außerdem sind Babies ja  1/2 https://t.co/aEKVdJzap4",HOF,OFFN,1
3023,3023,hasoc_de_3024,"@Hartes_Geld @KenzoVandagg Dummheit fängt schon dort an, wo man glaubt vom Einzelnen auf das Gesamte schließen zu können.",NOT,NONE,2
2003,2003,hasoc_de_2004,Hier ist die Ursache von den Selbstmordattentaten kurz erklärt.     72 Jungfrauen im Paradies sind von Allah verheißen. https://t.co/4wnYYXqjS3,HOF,HATE,0
1523,1523,hasoc_de_1524,@MDR_SN 33 Prominente? Ich kenne mal gerade vier davon. Der Rest braucht wohl wieder etwas PR.  Übrigens: Sollte laut unserer Kanzlerin die Einmischung aus dem Ausland in unsere Wahlen nicht finanzielle Sanktionen nach sich ziehen? Dann mal los.,NOT,NONE,2
