,Unnamed: 0,text_id,text,task_1,task_2,label
1632,1632,hasoc_de_1633,"Unter dem Hashtag #TurksAreComingForIceland kann man sehen, warum viele Menschen Türken nicht leiden können. Eine Volksgruppe, die sich überall auf der Welt wie eine offene Hose aufführt.",HOF,HATE,0
1014,1014,hasoc_de_1015,Hinweise und Informationen zur Sicherheit im Netz…https://t.co/LQtVF9EQSN https://t.co/ft5O8Y7hRX https://t.co/zp4P0okoIU,NOT,NONE,2
1645,1645,hasoc_de_1646,"Früher feierte man zu #Pfingsten, dass der Heilige Geist über die Menschheit kam, heute feiert man eine 16jährige Autistin, die glaubt, sie könne CO2 sehen, mit einem Ehrendoktortitel.  Demnächst wird uns Greta mit dem Heiligen Klimageist beglücken.  Wir sind verloren...",HOF,OFFN,1
776,776,hasoc_de_777,"Klasse, die Dame - in jeder Hinsicht!😉 https://t.co/5ExwrwS3xR",NOT,NONE,2
1716,1716,hasoc_de_1717,Mascha wartet schon ;). Allen ein schönes Wochenende 😀😀👍👍👍 https://t.co/4VXuO9qISa,NOT,NONE,2
1198,1198,hasoc_de_1199,"Das Foto zur Schlagzeile finde ich süß. Auch, wenn mir die kleinen Mohammeds etwas blass vorkommen.  #Mohammed https://t.co/pynfrzkfjI",HOF,OFFN,1
1897,1897,hasoc_de_1898,"#FrohePfingsten, Herr @StBrandner!   Möge der (alkoholische) Melissengeist Ihre Blutbahn erreichen: Sie haben es dringend nötig - lange sind ihre juristisch miesen Kenntnisse im Bundestag nicht mehr zu ertragen: Es geht nie bergauf, wenn Sie nicht Nachhilfe nehmen    #Afd #noAfd https://t.co/0YZGjAEcoP",HOF,OFFN,1
509,509,hasoc_de_510,"Würde das die #AfD machen, wäre die 'Kacke am dampfen' https://t.co/wd1LhcH4rm",HOF,PRFN,1
1863,1863,hasoc_de_1864,Das war mal noch eine respektable Richtung...wie heißt immer...alte Wahrheiten!!!!☝️ https://t.co/1U7d2k6PV8,NOT,NONE,2
2347,2347,hasoc_de_2348,"Zwangsheirat und Vergewaltigung - diese Unkultur fördern Linksverblendete und Multi-Kulti-Klatscher in Deutschland, inszenieren andererseits aber die übertriebene #metoo-Kampagne. Was für linke Heuchelei! #AfD #Poggenburg    https://t.co/HxLyWTPCRR",HOF,HATE,0
1815,1815,hasoc_de_1816,"Hab ne Kippa gekauft, reingeschissen und in die Al-Quds-Demo geworfen.  Ist das multi-kulti genug ?🤔🤔🤪🤪",HOF,OFFN,1
3025,3025,hasoc_de_3026,"@Hartes_Geld Krass, die dümmste Generation ever. Für mehr (sinnlose) Steuern! #krankehirne",HOF,OFFN,1
1809,1809,hasoc_de_1810,Grenzenlose Dummheit .....Intelligenz kannst halt nicht kaufen !  es muss für Hermine sehr schwer sein durch das leben zu gehen! mit so tollem Aussehen...😂 igitt  darum meldet man sich dann über das Internet wo man nur einen kleinen teil der Speckfresse sieht 👍✌️uhhh nicht melden https://t.co/ZuVOFX74sw,HOF,OFFN,1
1979,1979,hasoc_de_1980,"Man darf nur eine Meinung in #Deutschland haben. Andere Meinungen werden mit Körperlichen Gewalt unterdrückt! Zum Thema Meinungsfreiheit in #Deutschland!     ++ #AfD ++ 'Es stehen Leute da, die unser Totschlagen besingen!'  #SPD #CDU #Europa #Sicherheit #MerkelLand #Asly #Merkel https://t.co/5w4inyuHOy",HOF,HATE,0
1579,1579,hasoc_de_1580,"🇩🇪 💙 👍 👍 👍 👍 Sehr gut, diesen türken muss man die Grenzen zeigen. ‼️ 💞 https://t.co/rv2Y0bHhwe",HOF,HATE,0
1969,1969,hasoc_de_1970,Wir müssen zur Realität finden und der Grünenmafia die Stirn bieten.     https://t.co/s2Ptao8ROm https://t.co/GExcVmCGJ4,HOF,HATE,0
1749,1749,hasoc_de_1750,Es geht um 900.000 Euro: Großer Carsharing-Betrug bei der Bundeswehr    Na haben wir ja lange nichts mehr von unserem Liebling von der Leichen gehört  die wird Gott danken für die Klimadebatte😡😡👍👍  die kann so ungestört am Stuhl kleben bleiben-Machterhalt um JEDENPreis🤮 https://t.co/FofetWjjJk,HOF,PRFN,1
303,303,hasoc_de_304,"Retweete diesen Tweet, wenn du auch dafür bist, dass “Flüchtlinge“ in Wohngebiete von Grün-Wählern angesiedelt werden🤨🥳",HOF,HATE,0
1029,1029,hasoc_de_1030,"GRÜNE: Krasses Deutschland 2019, Ein Beitrag der sich jeder ansehen sollte https://t.co/uDQxdwYR2a",NOT,NONE,2
2147,2147,hasoc_de_2148,Brief an “N.” – Horst Mahler am 6. März 2019 https://t.co/IoQMKhYTVp https://t.co/mmI6GA7hwn,NOT,NONE,2
2905,2905,hasoc_de_2906,"@Uwe_Junge_MdL Herr Junge, sie haben sich also auch an Tod von Walter Lübcke ergötzt mit ihrem rassistischen, antisemitischen, antidemokratischen, homophopen Verein AfD. Ihr werdet NIE was zu melden haben. https://t.co/p9plKCEI0p",HOF,OFFN,1
2408,2408,hasoc_de_2409,"Liebe Linksfaschos:  Ich werde euch weder auf meine von euch gescreenshotteten Tweets mit eurem Unsinn drunter, auf 2. Accounts oder Beleidigungen per DM antworten. Was nicht heißt, dass ihr Recht habt, sondern dass ich euch keine Reichweite durch Erwähnung schenken will.",HOF,HATE,0
2702,2702,hasoc_de_2703,"#Oberhaching: 'Money, money!' Arabisch wirkende Kriminelle rauben in einem #EDEKA unter Vorhalt eines #Messer /s mehrere 10.000 € und lassen die Mitarbeiterinnen gefesselt zurück - die geschockten Frauen werden durch das Kriseninterventionsteam betreut  https://t.co/ED4ijUTc0y",HOF,HATE,0
378,378,hasoc_de_379,@BeaBohne https://t.co/3r7XifNxsa  Schönes Wochenende,NOT,NONE,2
305,305,hasoc_de_306,Notre Dame brennt.  Die Welt ist erschüttert.  Muslime feiern.    Keine Pointe.😔,HOF,HATE,0
2668,2668,hasoc_de_2669,"#Bexbach: Drei syrische Jugendliche bedrohen am Pfingstwochenende an drei Tagen hintereinander Bahnreisende, auch mit Messer und belästigen Frauen und Mädchen - Polizei lässt sie immer wieder laufen  https://t.co/plbzEOHNHC",HOF,HATE,0
1640,1640,hasoc_de_1641,@Linksfraktion @voglerk Seid ihr so blöd oder tut ihr nur so?  Sie wissen genau wer die Judenhasser in Deutschland sind! Die Merkel Gäste! Aber so müsstet ihr ja zugeben das eure Flüchtlingspolitik für den Arsch ist!,HOF,PRFN,1
1637,1637,hasoc_de_1638,"Die Tante schreibt in ihrer Vita: 'Hasspropaganda wird geblockt.'  Und dann so ein Tweet...  Und im Übrigen bin ich nicht nur für ein Verbot der Hisbollah, die gesamte Moslem-Sekte sollte als verfassungsfeindlich verboten werden. https://t.co/qnBRdo43S8",HOF,HATE,0
864,864,hasoc_de_865,Sexueller Übergriff auf ein Kind: Hubschrauber über Roßlau: Polizei nimmt Mann fest https://t.co/6TSlmjOAHt,NOT,NONE,2
1915,1915,hasoc_de_1916,"'Ich habe doch nur ein Mädchen totgemacht', erklärt Ali B.  Ansonsten mag Ali Deutschland, weil er ohne Arbeit Geld bekommt und unbeschwert saufen und Drogen dealen kann.  #Susanna https://t.co/6HVw24kbCo",HOF,OFFN,1
280,280,hasoc_de_281,Leider zu viele Blind unterwegs. https://t.co/Ct8xOL3D7Z,NOT,NONE,2
2284,2284,hasoc_de_2285,"#AfD-MdB Ulrich #Oehme:  »Erschreckend, dass Scharia-Recht weitaus mehr in nicht-islamischen Ländern des #Europarates wie 🇬🇧, 🇬🇷 und neuerdings auch in 🇩🇪 – wie zum Beispiel die #Kinderehe – als Paralleljustiz praktiziert beziehungsweise geduldet wird.«  https://t.co/aP94ZEGdeB",HOF,HATE,0
1041,1041,hasoc_de_1042,Kategorie C –Antifa Halts Maul– https://t.co/hOn9QzMiuh https://t.co/xEHNIiE01N,HOF,PRFN,1
2735,2735,hasoc_de_2736,Contra-Mag.:Macron will dem strategischen Dialog mit Russland neue Impulse geben: Der französische Präsident Emmanuel Macron erklärte: „Europa braucht einen neuen Dialog über Fragen des Vertrauens und der Sicherheit in den Beziehungen zu Russland.“ Von… https://t.co/22twAeKI8N,NOT,NONE,2
3704,3704,hasoc_de_3705,@Ungebeten1 Hmh... eigentlich is es mir wurschd was die machen! Im Endeffekt ist dieses ganze Schwulen/Queer/Trans/Tschäääänder Gedöns unendlich laaangweilig! Es nervt total! Ich als Hetero schrei auch  nicht die ganze Zeit rum dass ich auf Pussys und Titten steh!,HOF,HATE,0
722,722,hasoc_de_723,"Stört #AfD-Wahlversammlung in Koblenz! Linksradikale MdL #Köbberling (#SPD)! Ihr Fraktionsvorsitzender #Schweitzer, der sich auch gerne mit der gewaltbereiten #Antifa zeigt, ist stolz darauf! https://t.co/2NgGmIaP5T https://t.co/E2bkJZHduv",NOT,NONE,2
104,104,hasoc_de_105,@SaschaUlbrich @symptompanik @Mundaufmachen @AfD Man kann wirklich nur verzweifeln. Warum haben die Politiker das zugelassen? Warum haben wir das zugelassen. Fck Islam. Ich will diesen Rotz aus meinem Land haben. Zurück in das Mittelalter mit euch.,HOF,HATE,0
1756,1756,hasoc_de_1757,Arbeiten können ja die doofen Deutschen😡😡  wir kommen auch ohne Arbeit an ihr Geld🤢🤢 https://t.co/d7LnpURWd9,HOF,PRFN,1
3647,3647,hasoc_de_3648,@realJohr Also mit Vollgas in den Abgrund???   #Demokratiestirbt  #NazisRaus  #fckafd  #NoNeo,HOF,HATE,0
2163,2163,hasoc_de_2164,5G-Strahlung…jeder sollte detailliert sich über die Gefahren informieren https://t.co/XOO2cFzALg https://t.co/JiCGa6A43B,NOT,NONE,2
1603,1603,hasoc_de_1604,"@Technik_u_Welt Offensichtlich nennen Sie nicht nur Nazis, sondern alle Menschen, die nicht Ihrer Meinung sind, #Nazi",NOT,NONE,2
1987,1987,hasoc_de_1988,"@TichysEinblick Da Vater Staat sich immer mehr an seinen Kindern vergeht, nenne ich ihn nur noch 'Kinderficker'.  Ein ganz übles Wort, ich weiss.  Aber es passt.",HOF,OFFN,1
3183,3183,hasoc_de_3184,"@npistcool @BerLindow @90Minjoker1 @polizeiberlin Nix #merkelmussweg, Merkel hätte nie passieren dürfen. Ich wünschte ich hätte eine Zeitmaschine und könnte das kaputte Kondom austauschen, aber auch die von anderen Vätern von Linken. Erst die DDR mit kaputt gemacht und jetzt ganz Deutschland und Europa. 😢    Teil-Satire by Wil",HOF,HATE,0
3702,3702,hasoc_de_3703,@realJohr Diese Form von Wahlkampfeinmischung aus dem Ausland geht scheinbar wohl klar. Sind ja immerhin keine Russen.,HOF,OFFN,1
3723,3723,hasoc_de_3724,"@Ungebeten1 @nullachtk Na zumindest gegen schwul kann man nichts sagen. Wer das als Schimpfwort benutzt,ist ein geistiger Tiefflieger, der nichts gelernt  hat.",NOT,NONE,2
2344,2344,hasoc_de_2345,"@VenomStrike3 @ITUADE @Dieter_Stein @AfD Abgesehen vom schleichenden Verlust der nationalen Identität und Kultur haben wir mit vielen Einwanderergruppen auch kaum Probleme. Es gibt aber ein spezifisches Problem mit Einwanderung aus islamischen Ländern, siehe Sarrazins Buch. Viele Muslime wollen sich gar nicht ändern.",HOF,HATE,0
1925,1925,hasoc_de_1926,Der Pendelschlag vom Bösen zum Guten ist nicht mehr zu stoppen https://t.co/GtYdm6hBqI https://t.co/zw7BTKU9Sw,NOT,NONE,2
2714,2714,hasoc_de_2715,"Da würde ich gar nicht lange fackeln. Ab nach Hause in die Heimat und da könnt ihr euren Glauben ausleben, so... https://t.co/I7EH2M88PZ",HOF,HATE,0
2536,2536,hasoc_de_2537,Wir haben gestern Game of Thrones zuende geschaut. Jetzt kann ich endlich diese Liste wieder löschen. So viele Arschlöcher schicken Spoiler in die Welt. Es gibt nicht genug Drachenfeuer für alle. https://t.co/iLT5iHet6E,HOF,PRFN,1
600,600,hasoc_de_601,Lächerlich! https://t.co/SrqU2wLnzp,NOT,NONE,2
3797,3797,hasoc_de_3798,@BlondJedi @annewill Mal ehrlich - welche Frau will schon einen Schwarzafrikaner? Frau Anne Will bestimmt auch nicht!,HOF,HATE,0
2381,2381,hasoc_de_2382,"MMNews: IS droht Bayern: Im Internet ist ein Drohschreiben des Islamischen Staates aufgetaucht, in dem Bayern aber auch Deutschland Vergeltung angedroht wird. Grund: Unwürdige Asylbedingungen für Muslime. 'Mit Allahs Hilfe überschüttet der IS Bayern mit… https://t.co/5VnsxkApGp",HOF,HATE,0
2258,2258,hasoc_de_2259,"Warum müssen bei solchen Projekten 'Flüchtlinge' immer junge Männer und Frauen immer Einheimische sein?    Ein Projekt mit jungen, deutschen Männern und Flüchtlingsmädchen hab ich noch nie gesehen.    https://t.co/Sg7yGSnyek",NOT,NONE,2
2396,2396,hasoc_de_2397,"Fasching 2070: Ein Buntling, wohnhaft in ehemals 'Deutschland', verkleidet sich als indigener Deutscher!    Werden Bessermenschen das wegen Rassismus gegenüber einer fast ausgestorbenen Minderheit verurteilen oder es verbieten, weil es immer noch 'Nazi' ist?  #Indianer",HOF,HATE,0
2652,2652,hasoc_de_2653,"Stellenausschreibung für einen Job, in dem man fast nur mit digitaler Technik zu tun hat.   Bewerbungsunterlagen werden nur per Papierpost angenommen. 🤨",NOT,NONE,2
2755,2755,hasoc_de_2756,"„Persönlich wird die Zehnjährige nach jetzigem Stand nicht mit #Rebecca's Eltern sprechen, weil die Mutter dagegen sei.“    Was es doch für herzlose Mütter gibt – Mein persönlicher Eindruck  Passt zu: Verrecke Du mieses Stück-Slogan von #GRÜNEN.😢  #findbecci  https://t.co/fIiPAznmrK",HOF,OFFN,1
1383,1383,hasoc_de_1384,🐷🐽'PRO CHEMNITZ🐖🐽🐷🐖🐽🐷🐖🐽🐷 Mitstreiter wurden nach der heutigen Demonstration von Asylbewerbern mit Messern angegriffen'. 😡  https://t.co/bFQ3V1YKOj,HOF,PRFN,1
2749,2749,hasoc_de_2750,@gutmenschkind @spdde Diese verkommene Haltung scheint aber normal in der #SPD s Pöbelralle @Ralf_Stegner + er hier https://t.co/evG1lPq6Vc,HOF,HATE,0
1434,1434,hasoc_de_1435,Und die #SPD hat zu viele Kandidaten für gewonnene Sitze...  #AfD 😀 https://t.co/QKqd7ISOmJ,NOT,NONE,2
1699,1699,hasoc_de_1700,Pfingsten ändert sich über die Jahre👌👍👍  früher Pfingstochse  heute SPD-Schweine😂😂😂👌👌 https://t.co/TKaxBNU5rQ,HOF,OFFN,1
387,387,hasoc_de_388,Wie kann man so verroht sein? Notre Dame: Jubel bei fanatischen Muslimen und der „Antifa“ über die Zerstörung der Kathedrale https://t.co/JijD4YHiUk via @DrDavidBerger #NotreDameFire #NotreDame #NotreDameCathedral #Antifa,HOF,HATE,0
3148,3148,hasoc_de_3149,"@Hartes_Geld War wieder ein Kulturbereicherer auf Beteicherungstour. Hätten die „Nazis“ was drauf, wäre das Problem schon längst ohne die lächerliche deutsche Kuscheljustiz gelöst!!",HOF,HATE,0
3689,3689,hasoc_de_3690,"@realJohr Ich werde diesen üblen Nazi @StBrandner , also den #Reichstagsbrandner, jetzt auch blocken.    Soll sich seine bekackte Reichweite woanders suchen.",HOF,HATE,0
2139,2139,hasoc_de_2140,HC Strache erklärt: Bevölkerungsaustausch ist Faktum! https://t.co/BVu6bE36bk https://t.co/tmLK8MQttH,NOT,NONE,2
2224,2224,hasoc_de_2225,"44% Messerangriffe, 10% Bevölkerungsanteil. Die Linken wollen es einfach nicht wahrhaben. #Michael",HOF,HATE,0
3739,3739,hasoc_de_3740,@Ungebeten1 Deren wohl gewählte Ausdrucksweise  liegt wohl an den Ziegen Genen 🐐🚶🏾‍♂️,HOF,HATE,0
1598,1598,hasoc_de_1599,"@Ungebeten1 Hatte ihm was ähnliches geschrieben, zu einem anderen Erguss seinerseits, jetzt hat er mich geblockt. 😂😂😂  Uffbasse Grossmeister Zopfgedöns nicht das du der nächste bist. 😁  https://t.co/47uxwBy7BC",HOF,OFFN,1
2255,2255,hasoc_de_2256,"Die #AmadeuAntonioStiftung, deren Hauptfunktion im Braunfärben jeder Form von Nonkonformismus besteht, hat sich eine neue Opfergruppe erschlossen: Die Aufarbeiter von #SED-Verbrechen.    https://t.co/t7ByIVSct5",HOF,HATE,0
3177,3177,hasoc_de_3178,"@Hartes_Geld Ausweisen, Gelder sperren und lebenslanges Aufenthaltsverbot in Deutschland.  PS.Gilt Prophylaxetisch aber auch für linke und Grüne Wähler, zusammen können sie sich ihr Schlaraffenland bauen.  Wenn man so etwas sieht fordere ich Waffenfreiheit für Deutsche",HOF,HATE,0
2070,2070,hasoc_de_2071,Cheblis Vater beim Clantreffen:   'Wo geht's hier nach Aldi?'  Cheblis superschlaue Nichte verbessert: 'Zu Aldi!'  Chebli: 'Was? Schon zu Aldi?'  #chebliwitze,HOF,OFFN,1
3585,3585,hasoc_de_3586,@FinjaFinte @MolleKuel Der Beginn unserer Deindustriealisierung...wir sind am Arsch wegen dieser Öko-Kasper,HOF,PRFN,1
2672,2672,hasoc_de_2673,"Jetzt habe ich es von Facebook schriftlich bestätigt bekommen. Die Vergewaltigung und der sexuelle Missbrauch von Kindern durch die Angehörigen der allahu-akhbar-Sekte ist in Ordnung.    Kritik daran ist 'Hassrede', für die man 30 Tage gesperrt wird.    Wie krank ist das denn???",HOF,HATE,0
3192,3192,hasoc_de_3193,Nur ne Frage an die Berliner Polizei &amp; Andere von einem Idioten. 😢    #findbecci endlich #rebecca #baqqu #instagram #bekanntschaft #freund #schwager #schwagerwars @polizeiberlin https://t.co/ozsyuYdxIx,HOF,PRFN,1
2054,2054,hasoc_de_2055,#Deutschland 2019 #SPD #CDU #Merkel Migranten ##RefugeesWelcome https://t.co/BVZQkVuhzD,NOT,NONE,2
3080,3080,hasoc_de_3081,@Hartes_Geld @Joe130978 Die leben sowas von vom Drogendealen 😂    Typisch Frankfurt 😂    So muss das !   Der selbständige Mittelstand muss gefördert werden 💪,HOF,OFFN,1
2717,2717,hasoc_de_2718,"Wer gedenkt der vielen Toten, die durch Migrantengewalt ums Leben gekommen sind? https://t.co/EmvZPbFP9L",HOF,HATE,0
2422,2422,hasoc_de_2423,"Imad #Karim heute abend vor der @AfDimBundestag: „Zwischen dem #Islam und der Mafia gibt es vor allem drei Gemeinsamkeiten: Man wird hineingeboren, man kann auch beitreten, aber keiner kann austreten.“ Austritt bedeutet das Todesurteil. #Apostasie https://t.co/UzDrbvBcHZ",HOF,HATE,0
3692,3692,hasoc_de_3693,@realJohr @foffo Frau Steinbach Demenz vorzuwerfen ist unredlich weil es alle Demenzkranken  beleidigt. Hirntod ist der richtige Ausdruck für die.,HOF,OFFN,1
547,547,hasoc_de_548,Traue keinem #SPD'ler - Staatssekretär widerspricht Polizeichef #NRW #Silvester #koelnhbf #Koeln https://t.co/bodeesLv21,NOT,NONE,2
3703,3703,hasoc_de_3704,"@Ungebeten1 @Invictu53409591 Ich finde es widerlich . Sitze beim Arzt im Wartezimmer, und Schwule  stecken  sich die  Zunge in den Hals, und fummeln  sich gegenseitig an den Klöten .  ...mir kommt in der Merkel Diktatur  nur noch das  kotzen ...!!",HOF,HATE,0
1289,1289,hasoc_de_1290,"Rechte Kreise! Arschlöcher sind das! Braune, dumme Arschlöcher! #FCKNZS https://t.co/wGLOeDuByn",HOF,OFFN,1
3729,3729,hasoc_de_3730,@Ungebeten1 @HastaLa40450101 Ein Bastard ist ein außereheliches Kind. So wie unser Willy Brandt sich damals als Bastard bezeichnen lassen musste.    Das ist egal ob Biodeutsch oder Rassenmischling.,HOF,PRFN,1
133,133,hasoc_de_134,"@baerbeli04 @bernd471 Ich bin selbst aus dem Westen, aber davon können sich die gehirngewaschenen Weichbirnen mal eine Scheibe abschneiden.",HOF,OFFN,1
1619,1619,hasoc_de_1620,"@Contbau @BKsoll @Ungebeten1 Es geht gar nicht darum, was sie kosten. Es geht darum, dass es für sie AUSGEGEBEN wird! Denn wenn es für sie ausgegeben wird, dann nimmt es woanders auch wieder jemand ein! Z.B. der Vermieter oder der Sozialdienst oder die Kirche oder die Ärzte!!!",NOT,NONE,2
1719,1719,hasoc_de_1720,"Hahaha...es wird immer besser in der Freiluftklapse. Der Hamburger Lügen-Speichel puscht den narzisstischen Schülersprecher und Ex-Callcenter-Agenten noch zum Kanzler hoch. Dann hat Deutschland das, was es verdient: 'ne Luftpumpe, die sagt, wo' s langgeht.👍👍 https://t.co/Jo9V3rsBEe",HOF,OFFN,1
1003,1003,hasoc_de_1004,Nikolai: Inszenierte Gerechtigkeit in Pankow https://t.co/tnG6esDfsz,NOT,NONE,2
291,291,hasoc_de_292,@SteinbachErika 'Herr' Stegner bezeichnet die AfD als 'Bande' und unterscheidet auch bei Attentaten im Sinne rotgrünversiftem Mainstream. https://t.co/O3ZSWEdA2t,HOF,HATE,0
2709,2709,hasoc_de_2710,"Contra-Mag.:Seyran Ates: „Der politische Islam übernimmt Deutschland“: Deutschland braucht eine radikale Kurswende in seiner Politik gegenüber dem Islam. Das sagt Seyran Ateş, prominente Frauenrechtlerin und Anwältin. Sonst drohe das Land vom politischen… https://t.co/GygOQKj5CW",HOF,HATE,0
1600,1600,hasoc_de_1601,"@Technik_u_Welt Wenn sexuell unterversorgte alte Schachtel mit Aufmerksamkeitsdefizit Sie jetzt treffend beschreibt, dann lassen Sie es mich wissen.  Oder auch nicht.",HOF,OFFN,1
1254,1254,hasoc_de_1255,"Es vergeht kaum ein Tag ohne Rassismus. Eine der „netteren“ Nachrichten des heutigen Tages -mehr möchte ich Euch heute ersparen: „Sie sind mit 12!!! Geschwistern hier durchgefüttert worden... Sie haben doch genug Geld, nehmen (Sie) Ihre Mischpoke mit in das Land Ihrer Träume... https://t.co/W843X7KdID",HOF,OFFN,1
3667,3667,hasoc_de_3668,"@realJohr Na, jetzt greifen die Honks, unter der Führung ihrer braunen Hetz- und Hass- Schachtel an und kommen aus ihren rechtsversifften Ecken. Wenn dann noch die Dummheit der Flatrate-Nazis in der Dauerschleife des Hasses und der Hetze aufgeht, haben sie sich selbst als Nazis geoutet.",HOF,HATE,0
3724,3724,hasoc_de_3725,"@Ungebeten1 @dierrw Und jetzt? Bist trotzdem ein HS. Du bist der beste Beweis dass man keine Mutter braucht um ein Hurensohn zu sein. Frust bei dir izzda weil du unterlegen bist :). Und wir wissen alle, dass türkisch eine der schönsten Sprachen der Welt ist ❤️🙏🏼",HOF,PRFN,1
2731,2731,hasoc_de_2732,"Den Satz muss ich mir merken, wenn sich wieder einer in die Luft sprengt!  Er wollte nur seine Relugion ausüben.. 😂 https://t.co/rVhnXx04S3",HOF,HATE,0
2088,2088,hasoc_de_2089,"“Faktenverbot”, “Deutschen zu Tode quälen”, “Flüchtlinge als “Massenvernichtungswaffe”??? https://t.co/7hv32fmoUv https://t.co/qagg0R51Oc",NOT,NONE,2
712,712,hasoc_de_713,"Der politische #Islam ist im Kern antisemitisch, antichristlich und zutiefst undemokratisch - er gehört nicht zu #Deutschland! https://t.co/h8AfgOqPMI",HOF,HATE,0
2965,2965,hasoc_de_2966,"@Hartes_Geld Sollte einer meiner Söhne mal so nach Hause kommen, dann gnade euch Gott ihr Parasiten!",NOT,NONE,2
2591,2591,hasoc_de_2592,"Währenddessen, in der Dritten Welt:    https://t.co/PtAVjy55qV",NOT,NONE,2
586,586,hasoc_de_587,Was ist hier das Problem? Der #Gefährder selbst oder die richterliche Auslegung von Gesetzen? Der Schutz des Bürgers muss oberste Priorität haben! https://t.co/TlpC8t6jEt,NOT,NONE,2
1912,1912,hasoc_de_1913,"Hallo Frau Merkel.     Bitte keine „Facharbeiter“ mehr, die angeblich meine Rente sichern.     Das wird auch in der dritten Generation nichts.     Ich verhungere lieber als dass ich erstochen werde.",HOF,OFFN,1
1085,1085,hasoc_de_1086,"Das nenne ich konsequent! ⚡#SriLanka wirft 200 islamische Geistliche aus dem Land.⚡   Warum geht das in 🇩🇪 nicht? Müssen wir warten, bis die Saat des Hasses von #Islamisten und #Salafisten zu neuen Terroranschlägen führt? #SriLankaTerrorAttack   https://t.co/zh1fmgJU9M",HOF,HATE,0
1664,1664,hasoc_de_1665,"#Aschiebehaft u. die #GrüneKhmer, mehr muss man eigentlich nicht wissen.  Falls es dem Herrn Lauinger entgangen sein sollte, hier noch mal zum Mitschreiben für Menschen mit Denkdefizit: Bevor ein Mensch in Abschiebehaft genommen wird, kann er immer noch freiwillig ausreisen. https://t.co/4Q7srVIica",HOF,OFFN,1
1633,1633,hasoc_de_1634,"Die wichtigste Frage dürfte sein: Hat sich der Sultan aus Ankara auch angesagt und vor allem, spielen die Türkenmuschis überhaupt in kurzen Hosen?  Nicht, dass sie mit Schnupfen wieder abreisen! ☝🏻  Ach so, dass ich für die Wikinger bin, ist klar?! #TurksAreComingForIceland",HOF,HATE,0
1867,1867,hasoc_de_1868,Sehr genau lesen..wie wir von den FFF..Grünen und belogen werden...erst die VM Autos abschaffen...dann die E Autos...funktioniert nicht..die auch weg...Arbeitsplätze...Sicherheit...Land weg....!!!!!☝️    https://t.co/9ukwT9EYde,NOT,NONE,2
282,282,hasoc_de_283,"Sie suchten und fanden nichts, dann spielten sie, 'Verstehen Sie Spaß' mit Lockvogel etc., Ergebnis bekannt. Eine Kampagne der  BRD mit den linksrotgrünversifften Werkzeugen: DER SPIEGEL, SÜDDEUTSCHE ZEITUNG und ZFD NEO mit BÖHMERMANN, gegen, noch souveränes, Österreich. https://t.co/KgPOGmQo0M",HOF,HATE,0
3161,3161,hasoc_de_3162,"Die Grünen schießen von Umfrage zu Umfrage in neue Höhen. Vor dieser Zukunft müssen wir Angst haben‼️ Die Grünen werden von NGOs und den Mainstream-Medien immer weiter gepuscht. Wenn diese Entwicklung so weiter geht, droht uns eine grüne Kanzlerschaft 🙀 https://t.co/k90DdVSPxZ",NOT,NONE,2
2925,2925,hasoc_de_2926,@Hartes_Geld Diese Dreckvögel!,NOT,NONE,2
462,462,hasoc_de_463,"#Maaßen ist eine großartige Persönlichkeit, der Deutschland zu Dank verpflichtet ist. Er hat sich um die Sicherheit unseres Landes verdient macht. Jetzt widerspricht er Merkels Regierungspropaganda. Ehre, wem Ehre gebührt. #DankeMaaßen",NOT,NONE,2
2452,2452,hasoc_de_2453,.@HeikoMaas in der Wahrnehmung des iranischen Regimes: „Jawan“ – eine Zeitung der Revolutionsgarden – veröffentlicht anlässlich seiner Iranreise eine antisemitische Karikatur des deutschen Außenministers. https://t.co/cqJFPOnaLH,NOT,NONE,2
2511,2511,hasoc_de_2512,Compact: Kalte Krieger in Pullach https://t.co/WiFpMlECXI,NOT,NONE,2
1630,1630,hasoc_de_1631,"Lenni, der vor fünf Jahren 'beigetreten' ist und wahrscheinlich in weiteren fünf Jahren volljährig sein wird, ist ein weiteres Beispiel dafür, was passiert, wenn man Kinder freitags demonstrieren lässt, anstatt ihnen Bildung einzubläuen. https://t.co/739ibVwqSv",NOT,NONE,2
38,38,hasoc_de_39,"💩👉'Cohn-Bendit ist kein altersverwirrter Spinner, sondern ein knallharter machtgeiler Kaderschmied der modernen Herrschsucht'. 👈💩  https://t.co/PzlYD9T2RP",HOF,OFFN,1
2715,2715,hasoc_de_2716,"Eine Richterin mit Kopftuch erweckt in mir das gleiche Vertrauen zur Rechtsprechung,wie ein Richter mit Wehrmachtshelm. #Unbefangenheit",HOF,HATE,0
2695,2695,hasoc_de_2696,"Dass es so schnell ging und der Täter nicht weiteres Unheil anrichten konnte, ist der als 'rassistisch' verunglimpften Bevölkerung von #Roßlau zu verdanken! https://t.co/Oz8KGxXzuz via @DrDavidBerger #Dessau",NOT,NONE,2
