,text,true_label,without_label,adv_labels
533,انجاز واحد يقابله مءة فشل و قد يكون تغطية على شيء ما ,2,2,2
534,قال رح يطلعوا على ادلب الله يكون بالعون,2,2,2
535,يعلن بيك وزير المصالحة علي حيدر باع ولادنا اي نعم علي حيدر يلي ما بيمون على حاله باعهن,2,2,0
536,استقبل رئيس الحكومة المكلف سعد الحريري في بيت الوسط وزير الخارجية والمغتربين جبران باسيل,2,2,2
537,حتى بالاقتصاد حمار ,1,1,2
538,على شو بدي رد اسمالله بطل طالع بي اسمك ,2,2,1
539,بس يا غالية الوعد الصادق لحاله ما بجيب رئيس جمهورية ولا رئيس وزراء ،,2,2,0
540,سلمت يداك ,2,1,1
541,إذا الوزير جبران باسيل اعتكف عن التصريح حوالي شهر أو شهرين كم مؤسسة اعلامية بتسكّر  كم صحافي واعلامية بناموا بالبيت,2,2,0
542,بشار قتل وشرد ويتم شعبه ركز على شعبه مش حرب دول بشار خطف وقتل وذل اللبنانيه بما فيه الكفايه ,2,0,0
543,النقاب ما يحجب على الخلايا الدماغية على فكرة ,2,2,2
544,ليك شو رايك تحل عن قطر ؟زهقتنا  ,2,2,2
545,كفو والله هكذا هم العرب هكذا هم الدروز هكذا هم الشرفاء قطر كل أبواب العرب مغلقه ,2,0,0
546,بدك ما تواخذنا سعادة الوزير ما منفهم فينيقي يا ريت ترجمة للعربي,2,0,0
547,"العمى ما اجحشك روحي اسألي من وزير شؤون النازحين ومين عم بستلم أموال النازحين قبل ما تتفلسفي شو النفع اذا بنت حسب ونسب وجاهله  ""ينعقون مع كل ناعق""!",1,0,0
548,من لاينفعه الدواء لا يعالجه الا الكي ,2,1,1
549,الإرهاب السعودي إلى مزابل التاريخ وكل مين بشد على مشدها السؤال لماذا هذا الإستهتار ويجب على سوريا… ,0,2,2
550,بيت الوسط حامي الوحدة اللبنانية ، وكلكن طالبتو بعودة سيد بيت الوسط ليحمي العيش المشترك واذا في شي ملوث هيي النفوس الضعيفة يلي ما تتقبل وجود رئيس حكومة معتدل وقوي ويلي يستقبل بكل دول العالم على انو الرقم واحد بلبنان,2,0,0
551,شوف أسماء المقبولين وتاريخ الولادة سنة   ,2,2,0
552,اردوغان دمو بترول بالفطرة السيسي سفن أب,2,0,0
553,والله ما دمر سوريا غيركو يا بقر ,0,0,0
554,يا سيد وئام وهاب تكلم على حجمك وما تمثل كفى عبثا في الجبل وانت تعرف ان وليد جنبلاط حرص على بقائك كفى تزلف وصنع  ,2,2,1
555,وانت يا محترمة وقت انخطف كان رئيس حكومتك مش رئيس الطائفة السنية وما هتميتي حضرتك ويمكن شمتي ولي نزلوا يحتجوا نزلوا للتعبير عن الغضب لي دق بل العرض والشخصي وان شاء الله ما حدا شي يوم يهينك بل العرض او الشخصي,1,2,0
556,خليك بقضية الخاشقجي شو بدك بالوزير جبران باسيل,2,2,2
557,هيدا واحد سفيه ,1,0,0
558,كتير حلو يا معالي الوزير بس ما تكون قاصد وزير الخارجية على مشاركته بالاجتماع المغلق المتعلق بي سوريا     ,2,2,2
559,ما مستوطي الا حيط الشيخ سعد لأنه آدمي وجمهوره ما بيقاتل ولأنه مش مستعبرك مش قابل يرشيك او يشتريك ,2,2,0
560,خلهم ثنين,2,1,1
561,لما يطلع بوِجّك باب مسكّر ما تقول خِلصِت هون لأن الا ما يطلعلك واحد غيره,2,2,1
562,انت عم تحكي من منطلق طائفي ويلي ما بشرفك شوف سيد المقاومة شو بعت رسالة للشيخ سعد مسؤول رفيع في حزب الله نقل للحريري رسالة من نصرالله «معك ظالماً أو مظلوماً»,2,2,0
563,يعلن معهد جبران باسيل للعلوم المالية عن بدء دورات مالية اختصاص إدارة الدولة من دون ميزانية الوظيفة مؤمنة,2,2,2
564,يهودي منهم وفيهم,2,0,0
565,لا يجوز تجاوز الدستور وتطبيق قانون سكسونيا ,2,2,2
566,الأجدى بوزير الخارجية جبران باسيل الذي يستبسل مع رئيس الجمهورية لإعادة سوريا الى الجامعة العربية أن يركز جهوده وجهود العهد,2,2,2
567,لا تقلد كلامي يا غبي ,1,0,1
568,شو النوع يلي ضاربو ههههههههههه ,1,2,0
569,وئام وهاب الطائفي سبق ووصف المرأة السعودية بشوال الفحم للأسف الإمارات لم… ,0,0,0
570,يا ياسين الزلمه ما عندوه سيوله اخذت منوه بدوه حدا يسكت تمه بشوية مصار… ,2,1,0
571,بشار  حتى الثورة ما بقى تنفع لان ما في توازن قوى ,2,2,2
572,نحتاج الى رؤيويين جداد ,2,2,2
573,والله أنتم أغبى ناس الأرض هناك مثل لبناني يقول نكاية بالطهارة شخاخ,1,2,0
574,المدن جبران باسيل مندوب مبيعات سوري,2,2,2
575,الله يحميلنا الوزير النشيط,2,2,2
576,ال مليون دولار التي دفعتها قطر هي آخر خرطوشة للوزير جبران باسيل في لبعبته بالهروب إلى الأمام و التي للأسف يجاريه فيها,2,2,0
577,بحكيكي بالشرق بتجاوبي بالغرب,1,0,0
578,تصريحات جبران باسيل مستلهمة من القرار كفى مزايدة,2,2,2
579,عيب ما بجوز هذا التخاطب لو سمحت نحنا أهل ,2,2,2
580,درجات متفاوتة باللصوصية لا يعني إن البلد خالي من اللصوص لكن يعني إن هناك لصوص كبار كبار ولصوص أصغر,2,2,0
581,ما في حق بيضيع وخاصة حق المظلوم الله يحميك يا كبير ,2,2,2
582,مارسيل غانم انتحر إعلامياً للتو ظهر عن طريق الخطأ بالبث المباشر على فايسبوك في غفلة منه وبتوقيت قاتل ركز على آخر المقطع هذا ديدن اللبنانيين اللسان عسل و القلب قذر ,0,0,0
583,هو وغيره من العملاء ممن يسمون انفسهم زعماء للعرب هم عملاء لدى الصهيوني والامريكي كفانا قرف اسمه زعماء ,2,0,0
584,لله لا يحرمنى هل طلي الله يحميك ,2,2,1
