,text,true_label,without_label,adv_labels
1411,Steht endlich auf und kämpft gegen das System!Wir wollen keine DDR light Fr.Merkel.!,2,0,0
1412,Seid wann gibt es in Rumänien qualufizierte Facharbeiter? |LBR| Es gibt nur Zigeuner!,0,0,0
1413,"@Tom174_ Ja, es waren nicht mehr als zehn. Ich zähle 8.",2,2,2
1414,"@mundaufmachen @AfDFraktion_MV Chrstl. Glaube,ja. Kirche heute Nein!",2,2,2
1415,Der Ekel kennt keine Grenzen!,2,1,0
1416,"@ZeichenTaten @schneeridara @Tschonka @ThomasMichael71 @mountainman1977 Ja, dann mach das. Ich empfinde es als Zeitverschwendung, offensichtlichen Unsinn zu interpretieren.",2,2,2
1417,@BonkeKolja |LBR| Die tiefen Spalltungen der Deutschen überwinden. Aber wie?,2,1,0
1418,"@faber_christoph @luftspringer Aber immer auf die bösen , bösen Rechten schießen!",0,0,0
1419,"@OnlineMagazin |LBR| Frau Merkel, wo ist ihr Eid?",2,1,2
1420,"@claasen_nils Legitimität spreche ich nicht ab, Verständnis habe ich ohnehin für die ganze SPD in ihrer Zerrissenheit. Habe nach dem Wahlergebnis Jamaika favorisiert, nicht die GroKo, schon damit die Rechten nicht als Oppositionsführer auftreten. Aber das hat Lindner vermasselt.",2,2,1
1421,#CDU im #Bundestag:Besuchsrecht von Abgeordneten in #Incirlik nicht wichtig.Einsatz soll weitergehen. #Türkei weiter wichtig. |LBR| -erbärmlich!👎🏼,2,2,2
1422,@IvyandWoe @ThomasMichael71 @StapelChipsYT Alles was ich sage ist wahr.,2,2,2
1423,"@nfskiberlin @Senatskanzlei_B Danke, dass Sie dabei waren!",2,2,2
1424,"@aberth66 @MatthiasMeisner 1. Es gibt keine Islamisierung. Das Sterben der christlichen Kirchen hat sich die Religion selbst zuzuschreiben. |LBR| 2. Kindesmissbrauch, Vergewaltigungen, häusliche Gewalt kamen nicht erst 2015. Dies ist schon lange ein großes Problem in Deutschland.",2,2,2
1425,warum lädt man eine derart strunzdumme Frau #Demirkan bei #Maischberger ein #ARD,1,1,1
1426,@Innenwelttramp @rspctfl @ergroovt @ThomasMichael71 @houelle_beck @ksemann2 @DrKassandraPari Sie hat freiwillig den Islam angenommen und ignoriert dessen barbarische Grundlagen und Ethik.,0,2,0
1427,@JoeHellBack @ThomasMichael71 @alexa_jung60 @Tschonka @Gwen_Ny_ @dasstimmvieh @Mohrenpost Richtig. Ich lehne den Islam in seiner Gänze ab.,0,2,0
1428,@KindleautorAli @krippmarie Genau das macht mich unheimlich wütend.,2,2,2
1429,"Steht auf für:freies Denken,freies Reden,freies Leben,EIN FREIES DEUTSCHLAND!",2,0,0
1430,@Bartzissey @MiataMuc Ich hab's vom Vater. Meine Mutter ist Bauernkind. Und hat dann in der LPG gearbeitet. Tiere kennen kein Ausschlafen.,2,1,2
1431,Ich lade alle ehrlichen Deutschè und Europäer ein.Lasst uns ein freies Europa bauen!,2,2,2
1432,@fr Warum will die @fr eine unabhänige Zeitung sein. Sie steht unter der Kontrolle der @spd.,0,2,2
1433,@Bartzissey @MiataMuc @mountainman1977 Sei kein Mann und geh zum Arzt.,2,1,2
1434,"@VaniRedFox @Achim7871 Leider heute jeder dem anderen sein Teufel. Zank u Streit in jeder Hausgemeinde |LBR| erlebe ich pers, immer wieder. Vorbei der Zusammenhalt.😧",2,1,1
1435,"@StapelChipsYT @Helheimer Ich finde, sie sieht aus wie eine Barbie für Pädos.",0,1,1
1436,"@NPDWittenberg |LBR| Der Dummbatz hat doch den Arsch offen. Ich würde die Asylanten in den Arsch treten, wenn die meine Tür betreten.",0,1,1
1437,"@Sakoelabo @Padit1337 @SawsanChebli Nee, eigentlich ist es tragisch, dass sogar Komplimente mittlerweile als respektlos gelten.",2,1,1
1438,wann werden wir endlich diese #Merkel los #CDU,2,2,2
1439,"Ergreife ich die Hand Gottes, die mich anrührt, dann finde ich den absoluten Halt und die absolute Geborgenheit. |LBR| Edith Stein",2,2,2
1440,"Ich schäme mich, weil wir nicht in der Lage sind, unsere Bürgerinnen zu schützen. Gute Nacht Deutschland! Was kommt als nächstes?",2,2,2
1441,@JoeyGerlach Und deutsche Männer sollen wichsen oder schwul werden. zum kotzen.💩,0,1,1
1442,Rechtspopulist*innen werden zur #BTW2017 noch härter gegen Medien vorgehen und Kritiker*innen einschüchtern #vt2017,2,2,2
1443,"Merkel,Maas,Gabriel müssen sofort vor ein STANDGERICHT!Ohne Gnade,ohne Rücksicht!",0,2,2
1444,"@siegstyle Ist Sex mit Frauen jetzt verwerflich, oder was?",2,2,2
1445,@Frank_Pasemann @AfD_Magdeburg @focusonline Kinder sollten heute leider jede Großveranstaltung meiden.100% Sicherheit gibts leider nicht.,2,2,2
1446,"@Wagner_AfD_MdL Sie tun mir leid. Es muss schwer sein, so hasserfüllt zu leben. Vielleicht finden Sie Weihnachten ja irgendwo Asyl in einer gastfreundlichen Familie, ich würde es Ihnen wünschen. Besinnliche Feiertage!",2,2,2
1447,@HilluAbblader @otto_direkt @rbbFernsehen @GrueneFraktionB Der Film wird am 19.11. um 22.55 Uhr auf rbb ausgestrahlt.,2,2,2
1448,"Ein frühes Shabbat Shalom! |LBR| (bin gleich im Dienst) |LBR| Euch ein friedliches, ruhiges Wochenende!",2,2,0
1449,"Lt. @TH24DeineNews wurde in #Arnstadt #Thüringen im Zeitraum 1. September bis 8. November eine eine zweiteilige Tafel, die an die Opfer der Schoa erinnert, beschädigt. #9Nov #Gedenken #Antisemitismus",2,2,2
1450,@w203go Was ist das denn für ne dumme Kuh?,1,1,1
1451,"Jetzt frisst der Genderismus auch den Feminismus, so @bettinaroehl",1,2,2
1452,"@Beatrix_vStorch @AfD Facebook ist verkommen zu einem Medium, dass nur noch die Darmbewohner der abgefuckten Altparteien und die sogenannte Religion der Steinzeitzombies vertritt.",1,0,0
1453,"@HeikoMaas Stattdessen sollte man das gesamte Führungspack der SPD wegsperren. SPD - Schmarotzer, Pädophile und Drnunzianten",0,0,1
1454,Man kann sämtliche Sexismus-Debatten der letzte Jahre auf ein Wort reduzieren: Schwachsinn.,0,1,0
1455,das Thema des #Tatort ist gut nur die Schauspieler sind leider durchgehend #drittklassige #Laiendarsteller #ARD,2,2,2
1456,"Was mich an Linken am meisten nervt, ist deren moralisierende Dämlichkeit. |LBR| Wissen tun sie nicht viel, aber die Moral haben sie gepachtet.",1,1,0
1457,#Lesetipp: Rede von Prof. Dr. Friedhelm Hengsbach SJ: »@Umfairteilen jetzt!« #Sozialwort #Vermögenssteuer #Kapitalismus (via @WiuGe),2,2,2
1458,@Fluechtlingsbot @dittmar_katrin |LBR| Bin Armutsrentner und habeauch kein Freies WLAN sondern zahle für eine Flatrate monall. von Rente +Sozilal,2,1,2
1459,"Bratwurst! 2 Sorten. OingOing + grobe, scharfe Rinderbratwurst vom Türkischen Schlachter (sehr lecker). Mit Schmorsauerkraut und Knödel.",2,1,2
1460,"@jojoschraps Warum werden u.a. philippinische Staatsbürger vom SPD geführten AA als Menschen 4. Klasse behandelt, wenn es um Visa geht?",2,0,0
1461,Herr Strunz ist in meinen Augen nur strunzdumm #Maischberger,1,1,1
1462,"@hugresch @saltomentale Geschickte Umdeutung, das muss ich Ihnen lassen.",2,2,1
1463,"@JoeyGerlach @PeterPa34083139 Ohne Mauern, Abgrenzung ,keine Sicherheit Herr Papst!",2,2,2
1464,@waldruhe @Mischa0815 @InfoLeonhardt @Tatort |LBR| Wie sagte Axel Stoll zum FS : Elekrojude.,0,2,2
1465,"Wo sind dir bürgerlichen Kräfte der Union, die gegen die merkelgrüne Barbarei ihre Stimme erheben?",0,0,0
1466,@Hamburg_Cradle Von welcher Schrift reden Sie denn? Dann schauen wir einmal nach...,2,2,2
1467,@KNA_Redaktion Und jetzt noch drei weitere für die #KrippeWelle nominieren!,2,2,2
1468,@ZeichenTaten @mountainman1977 @ThomasMichael71 Bio ist da kein Ausweg. Zumindest nicht bei Beibehaltung unseres Wohlstandes Technischer Fortschritt wird es richten.,2,2,2
1469,"@RicardaRiefling |LBR| Die Deutschen von heute sowas von feige ,statt gemeinsam gegen dieses Pack vor zugehen.",0,1,0
1470,"@HaarInSuppe Oha. Originell, aber nicht weniger peinlich.",2,2,2
1471,"@davidbest95 Dann erläutern Sie das mal grundrechtlich, wie ein Grundrecht über dem anderen stehen kann und was eine Körperverletzung für Sie ist und wann sie strafbar ist.",2,2,2
1472,@Bushman_McScrub @petrapebs @MarkusAlbrech16 @welt Dick korreliert nicht mit sexueller Anziehung.,0,1,2
1473,@AfDSchmidt Ich vermisse Wahlkampf in Mannheim. So wird das nix. Ihr müsst viel mehr in die Öffentlichkeit,2,2,2
1474,"@c_lindner , was ist denn da los, nur noch 8,9 % , es geht abwärts und das ist auch gut so! Die @fdp hat nichts mehr in deutschen Bundestag zu suchen!",2,2,2
1475,@faz_donalphonso Wo ist der Zusammenhang zum Artikel?,2,2,2
1476,"@Meyermit_ey @maurice_breuer Wie der Artikel selbst sagt, sind die Zahlen mit Vorsicht zu genießen, da viele Punkte im Sondierungspapier nicht konkret sind. Das wäre der Optimalfall, welcher aber auch ganz anders ausgehen kann (das fängt schon bei der Parität an). /TN",2,2,2
1477,Grade zdf zu Auschwitz gesehen. Das gleiche wie Schwarze Kanal der SED.,2,1,0
1478,Gute und klare Ansagen - hoffe #Antisemitismus-Bekämpfung wird jetzt endlich mal jenseits der politischen Konjunkturen als Aufgabe erkannt. Ohne die antisemitischen Krawalle der letzten Wochen wäre wahrscheinlich kein so guter Antrag herausgekommen. @cducsubt,2,2,2
1479,"@jock_schrader @Volker_Beck @spdde Mir geht’s hier mal nicht um Parteizugehörigkeit. Je mehr für diese Werte streiten, desto besser für unsere Demokratie!",2,2,2
1480,"Sie wählten die #AfD und werden wieder das bekommen, was sie eigentlich verhindern wollten - eine #GroKo. #NoAfD",2,2,2
1481,@WHetzler @rostein45 @ramsesleben @BWSpricht Was geschieht eigentlich heute mit Hochverräter?,2,0,0
1482,@Verlierer50 Wir können die Herzen der Menschen durch ihre Behandlung der Tiere ❤ beurteilen.,2,2,2
1483,"Ist die Strategie der #SPD-Koalitionsverhandler die eigene Partei soweit schrumpfen zu lassen, bis sie klein genug ist, um Teil einer linken Sammelbewegung werden zu können? #GroKo #noGroKo #NoAfD",2,2,2
1484,"„Denn auch Religionen transportieren keine ewig konstanten Werte über die Zeiten hinweg, sondern sie halten dazu an, die gegenwärtige Welt im Lichte ihrer überlieferten Schriften und Riten immer wieder neu zu begreifen und zu bewerten.“ - Lucian Hölscher #ekdsynode in #Bonn",2,2,2
1485,"Feministen wollen die Frauenquote, finden aber den Begriff ""Quotenfrau"" anstößig. |LBR| Tja, Mädels, das Eine geht nicht ohne das Andere.",0,1,0
1486,"#Türken versuchen Fußball zu spielen wie lächerlich, die können sich doch sonst nur mit Ziegen beschäftigen #RTL",0,0,0
1487,"@_1984er_ @Tevsa Da kann ja nur feministischer Porno bei rauskommen. Also viel Gerede über Gefühle, eine Debatte darüber, wer welches Geschlecht und ob Penetration Vergewaltigung ist 😁",0,0,0
1488,"#Schulz nennt #Merkel ""geschäftsführende Vorsitzende einer sozialdemokratischen Regierung"". Wer Schulz wählt, kriegt Merkel? Na Danke!",2,2,2
1489,Und wieder ein muslimischer Kreigsflüchtling der eine DEUTSCHE junge FRAU VERGEWALTIGT und GETÖTET HAT !!!! SAUBER MERKEL !!!!,0,0,0
1490,"@Bus_Fauli Na zumindest 3-4 Stunden vorher weiß man genau, wann und ob man den Fernverkehr einstellt. Die Zeit hätten vielen gereicht, doch noch einen Zug zu erwischen. /TN",2,2,2
1491,@MiataMuc Es geht um ein Gebet. Und schwul sein ist ja nun nichts Schlimmes.,2,1,0
1492,Sollte Heribert Prantl lieber ins Irrenhaus statt zu #annewill ?,1,2,2
1493,"Wusste ich doch, dass dem @MiataMuc das gefällt ☺",2,2,2
1494,wie schleimig und rückgratlos @MartinSchulz ist werden wir in den nächsten Tagen sehen! NIE WIEDER #SPD,1,2,2
1495,@Namiimon @mountainman1977 @zeitonline Ich zittere. Mir wird mein Account gesperrt 😱 Ein Leben ohne Twitter...,2,2,2
1496,"Kommissar Muster bei #AktenzeichenXY scheint auch strunzdumm zu sein, es heißt ""dieses Jahres"" und nicht ""diesen Jahres"" #ZDF",1,1,1
1497,Frau #Neumann im Fußball und ich schalte sofort ab Auf Wiedersehen #ZDF,1,2,2
1498,"@alexabringmann @MullSSL Das Urteil ist ohne Bewährung, trotzdem kann sie noch Berufung einlegen.",2,2,2
1499,"@Jim_Beau_27 |LBR| Vor allen sollte der Verursacher des Krieges in Syrien .die USA alle ""Flüchtlinge"" aufnehmen, nicht EU!",2,0,0
1500,@MiataMuc @KonseqLiberal Als ob Ihr mich ärgern könntet 😎,2,2,2
1501,Unterschied zwischen Schwulen und Hetero-Männern: |LBR| Schwule ficken um zu daten. |LBR| Heteros daten um zu ficken.,2,0,0
1502,"@waldenmonk @A_Flicklgruber 👍Gottes Strafe für die Schwulenlobby, folgt hoffentlich bald?",0,0,2
1503,"@StephDammi Jedoch kann der Gesetzgeber das Recht auf die Behauptung falscher Tatsachen durch Gesetze einschränken,",2,2,2
1504,"Der Begriff ""Netzpolitik"" ist obszön und beweist einmal mehr, dass Politiker nicht in der Lage sind, sich aus irgendeinem Aspekt des menschlichen Lebens herauszuhalten.",2,2,2
1505,"#Tatort Bild von Frau im Unternehmen: profitgierig, psychopathisch, verkommen. Super Vorbild für Mädchen, die Karriere machen wollen. Nicht.",2,1,2
1506,@VeroniqueBantau @Swingtanz Das Mittelalter war doch voll mit Bullshit.,2,2,1
1507,"@ThomasMichael71 @JoeHellBack @alexa_jung60 @Tschonka @Gwen_Ny_ @dasstimmvieh @Mohrenpost Mich als Schwulen, mich als Atheisten, mich als Menschen dem individuelle Freiheit wichtiger ist, als die Gebote eines angeblichen Gottes.",2,2,2
1508,"@SteffenKuhne @welt Indem er Begriffe wie kulturelle Sicherheit verwendet, breitet er quasi den Roten Teppich für die Identitären aus. Viele, die zuvor die SPD und dann plötzlich die AfD gewählt haben, haben das mit Sicherheit nicht aufgrund der fehlenden kulturellen Sicherheit getan.",2,2,2
1509,#sträters #Männerhaushalt gähnend langweilige Billigproduktion nein danke #one,2,0,0
1510,"@RvrsApacheMastr @AfD_Support |LBR| Arme Deutsche Bürger, Wehrt euch geht auf die Straße. Alle!",0,2,2
1511,"@CSU sagte gerade das die @spdde der Obergrenze zugestimmt hat auf Phönix. Ach was, SPD nennt es nicht Obergrenze,,, CSU nennt es Obergrenze... |LBR| ICH NENNE DAS AUCH eine Obergrenze! Schlimm SPD echt schlimm",2,0,0
1512,Gleich wechseln wir rüber zu @_twaudes und beten die Laudes vor. Betet ihr mit? #twaudes,2,2,2
1513,"@herrurbach Ich kann nicht begreifen, wie man diesen erschütternden Text lesen und hinterher sagen kann: „Aber der Anwalt.“",2,2,2
1514,@Karl_Lauterbach Die Drecks-SPD mit ihren Aussenministern scheisst aufs Grundgesetzt und ganz besonders auf Art. 6 GG,1,2,2
1515,@ZDFheute @hubertus_heil Reaktion von Schulz war NULL !!!,2,1,1
1516,"@oadiakosmos @Schnubb36 @Fjordspringer @gselsbaer @transsimian @3rd_stone_f_sun @AlfredAndPaul @TomBell46959788 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Aha, dass grenzt den Kreis der verdächtigen schon mal ein. Der christliche Gott ist also der, den die Juden und Muslime anbeten, korrekt? Oder kommt noch eine Gruppe dazu?",2,1,2
1517,@AfD_Support |LBR| Nur Jauche durch die Asylanten. Das ist die Bereicherung durch dieses Betrügerpack.,0,0,0
1518,@BuettnerSDL @Zarah_Zylinder Von Schwesig kann unser Land nicht viel gutes erwarten,1,2,2
1519,"@stefanolix @siegfriedsfrom @TheHumbleJosh @APosener Man könnte in Deutschland nur noch die leben lassen, die Staatsbürger sind. |LBR| Alle anderen sind dann entweder Touristen oder GreenCard Inhaber mit befristetem Aufenthaltsrecht.",2,2,2
1520,@schieritz genau. Ein Anwalt wird also mit den Taten des Klienten verstrickt. Sage ich doch. Sie haben ein seltsames Rechtsverständnis.,2,2,2
1521,TBB begrüßt Erklärung v. @ElkeBreitenbach zu neu eingestellten Auszubildenden mit Migrationshintergrund im öffentlichen Dienst tbb-berlin.de,2,2,2
1522,@kritischepress1 „Opferfest“ in der Steiermark - Muslime schächten fast eine komplette Schafherde |LBR| Zum Teufel mit den Muslems. Arme Schafe.,0,0,0
1523,"@Antifa666Ffm Wahlprogramm kennen wir - hatten aber noch kein Wahlkampfmaterial zum Thema Schächten gesehen, bis jetzt.(Danke für den Hinweis zu Storman)",2,2,2
1524,Irakische Familien flüchten aus der umkämpften Stadt #Mossul.,2,0,0
1525,@neythomas @LyllithB Welche Antwort erwartest Du von einer Islamistin?,0,2,2
1526,so nun mach dich auch Frau #Kraft #SPD #NRW die Taschen voll politisch war sie ja eine Niete,1,1,1
1527,"""@fina_74: Hallo Frau Merkel, wie lebt es sich eigentlich mit so einer großen Schuld und all dem Blut an den Händen?"" |LBR| DAS BLUT KLEBT!",1,1,0
1528,@MiataMuc Musst ihn halt besser erziehen.,2,2,2
1529,@vanBerlichingen Nazikeule? Laasst die gefälligst stecken.😠,0,1,0
1530,"@Namiimon @ThomasMichael71 @dawa_zangpo @PalleMison @mountainman1977 @zeitonline 🤣 Ja und wenn ich es so empfinde, dann bin ich ein Meerschweinchen 🤣",1,1,1
1531,wie nicht anders zu erwarten war die Moderatorin der @aktuelleStunde wie immer in ihrer alten schmoddrigen Hose und fettigen Haaren #WDR,1,1,1
1532,@Karl_Lauterbach Hahahaha - ein kleiner Vorgeschmack auf die Drecks-GROKO,1,1,0
1533,@allesevolution @DerDoktorant Das ist bei Unterarten ja nie ganz klar. |LBR| Die Unterschiede zwischen Skandinaviern und Aborigines sind allerdings durchaus vorhanden. Und auch deren territoriale Verbreitung würde analog bei jedem anderen Tier zur Einstufung in Unterarten führen.,2,2,2
1534,@boundborg Da versteht jemand die Definition von Gutmensch nicht.,2,2,2
1535,"Ich wünsche mir so sehr vom Weihnachtsmann weniger Hass auf der Welt, weniger Leid, dafür mehr Nächstenliebe&amp;Akzeptanz des Andersseins.",2,2,2
1536,@Tom174_ @ThiloAdamitz Nicht jeder tauscht sein Haupt- gegen Rückenhaar wenn er älter wird 😁,2,1,1
1537,"@AuswaertigesAmt @IHRA_news Scheinheilige Heuchler !!! Ist es nicht das Auswärtige Amt, das viele Menschen als Menschen Dritter oder gar Vierter Klasse behandelt ?!?",1,0,0
1538,"@rspctfl @Innenwelttramp @ThomasMichael71 @ksemann2 @DrKassandraPari Natürlich ist das Kopftuch eine moralische Pervertierung, aber Freiheit beinhaltet auch das Recht, unmoralisch zu sein.",0,0,2
1539,"Ein Parteivorsitzender,der im Suff nicht mehr weiß was er tut. |LBR| Danke.",1,1,2
1540,@JoeHellBack @ThomasMichael71 @alexa_jung60 @Tschonka @Mohrenpost In der indonesischen Provinz Aceh wurde kürzlich die Scharia eingeführt. Und die Türkei islamisiert sich gerade wieder. Tolle Beispiele.,2,2,2
1541,Ich muss aufstehen. Aber ich will nicht 😞,2,2,2
1542,"@ArminPh @LauHofmann Oh je. Dass eine funktionierende Wirtschaft alleine für eine gute Sozialpolitik sorgt, glauben ja selbst Wirtschaftsliberale mittlerweile nicht mehr.",2,2,2
1543,"@jutta_ditfurth die Flüchtlingskrise ist in Syrien und drumherum, aber nicht hier.",2,2,2
1544,"@Frank_Pasemann @ShahakShapira @DiePARTEI Ja, mir geht es zu gut. Und ich möchte nicht, dass sich das durch die Einwanderung islamischer Praktiken und Lehren ändert.",0,2,2
1545,"@oadiakosmos @Schnubb36 @Schockadin @3rd_stone_f_sun @Fjordspringer @gselsbaer @transsimian @AlfredAndPaul @TomBell46959788 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Wenn da bspw. steht ""ihr werdet am selben Tag sterben"", dann gibt es da nichts zu interpretieren. Es bedeutet, sie werden dann am selben Tag sterben. Wenn das dann nicht passiert, war die Aussage eine Lüge. So schwer ist das doch nicht zu verstehen, oder?",2,1,2
1546,"Liebe Freunde,denkt einfach.Der debile Klitschko,gefeiert der BRD medien.Also ein primitiver Sklave der US Ostküste.",1,1,1
1547,"@rspctfl @Innenwelttramp @ergroovt @houelle_beck @ThomasMichael71 @ksemann2 @DrKassandraPari Weil ich nicht möchte, dass Deine persönliche Weltanschauung im Unterricht propagiert wird.",2,2,2
1548,"Das was hier alles Läuft ,dass Is sowas von Übel ,dass es Keiner glaubt !!!",2,1,1
1549,"""Auch unter den Muslimen und Juden unseres Landes wecken d. aktuellen Fluchtbewegungen ein großes Maß an Solidarität und Hilfsbereitschaft.""",2,0,0
1550,"@mindph Es geht um Intersexualität. Erst informieren, dann tweeten.",2,2,2
1551,"Es wird der Tag der Rache kommen.Hoffentlich hat Deutschland genug Bäume,um die Verräter des Volkes aufzuhängen!",0,0,0
1552,Typisch deutsch!Deutsche Beamte spionieren für die Besatzungsmacht!,2,0,0
1553,"@IQ_Stimulator Honecker war doch auch Saarländer, oder?",2,2,2
1554,"@Rene_Springer @Alice_Weidel @AfDimBundestag @AfD Was für ein jämmerlicher Spinner. Nazis hatten wir vor der letzen Wahl wesentlich mehr als nun. Allerdings wundert mich nichts mehr, wenn ich an das rassistische Gesindel in den deutschen Botschaften und Konsulaten denke.",1,0,0
1555,"@stefanolix @Claudia_Mertes Wer einen Safe Space möchte, soll zu Hause bleiben.",2,2,2
1556,"@k3vk4 @DerSPIEGEL 39 Cent sind zu viel für ein Stück guten, aufwändigen Journalismus?",2,2,2
1557,@AdolfGlunz @doppel500 @anna_IIna Schämt euch ihr dummen Säue,1,1,1
1558,#Fakt: 9 von 10 #Flüchtlingen (86%) leben in Entwicklungsländern.,2,0,0
1559,@StapelChipsYT @ericcartmensmum @xXxOPEXOBxXx Hab Dich jetzt objektiviert. Muss ins feministische Umerziehungslager...,0,0,0
1560,@everlast_fs @rspctfl @m8Flo @BolzAndrea @Innenwelttramp @LGnimag @dasstimmvieh @NordicSkulled @Suzimiya @waldenmonk @ThomasMichael71 @Coffee__Grind @houelle_beck @THesmert @Chinasky64a @MartinDomig Macht mal Urlaub in einem islamischen Land. Dann wisst ihr was Gaffer sind.,0,2,1
1561,@FrauSchmauke @_StultaMundi Üblicherweise werden Ehen von Frauen gewollt. Es entspricht ihrem Bedürfnis nach Romantik und Versorgung.,0,2,2
1562,@MiataMuc Irgendwer wird die Rechnung bemerken...,2,2,2
1563,@JacobJoussen Vielen Dank und viel Spaß beim Entdecken der neuen Seite. :),2,2,2
1564,"@Harald_Georgii Nein, ich finde diese Frage des Instituts falsch gestellt. Die Antwort „Nein zu GroKo“ ergibt ja nur einen Sinn, wenn die Bevölkerung gleichzeitig sagt, sie will rot-gelb-rot-grün, Jamaika oder Minderheitsregierung.",2,2,2
1565,"Die Mundwinkel zuckten,der Kopf wurde rot.",1,1,2
1566,"Menschen, die legal nach Deutschland eingewandert sind und sich haben einbürgern lassen, müssen sich echt verarscht vorkommen.",2,0,0
1567,@npdde |LBR| wenn ihr euch doch nur behaupten könntet. Ausländerrückführung und Asylantenstop sind schon lange mehr als fällig!,2,0,0
1568,"@StapelChipsYT @MiataMuc Nee, man sollte natürlich auch noch großartig sein 😀",2,2,2
1569,"CSU kritisiert ""Zwergenaufstand"" der SPD-Basis |LBR| Söder und Dobrindt lehnen Nachverhandlungen der Sondierungsergebnisse ab und fordern die Zustimmung der SPD-Basis. Doch auch von führenden SPD-Politikern kommt Kritik. |LBR| #spdybit @Ralf_Stegner @jusos #SPDerneuern",2,2,2
1570,"@freies_wort @SwitchAngel1975 @rostein45 |LBR| Volksverräter- Pack, alle die da oben und die Antilegida Zecken",0,0,0
1571,@KeirDullea2001 @KeineAFD2017 Die USA sind ökonomisch nicht dem Tod geweiht.,2,2,2
1572,"@rspctfl @Innenwelttramp @nadine_wickert @bruck_68 @ergroovt @ThomasMichael71 @houelle_beck @ksemann2 @DrKassandraPari Nein. Du trägst das Symbol einer Religion auf deinem Kopftuch, weil Du eine religiöse Fanatikerin bist.",0,1,2
1573,@FrankFranz |LBR| Genau. Armutsrenter=HartzIV ein Leben lang.,2,0,2
1574,@Wittenberg_ |LBR| 0 Asylanten in Wittenberg und nicht anders.,0,0,2
1575,Wo sind hier die studierten tollen Rechtsanwälte ???!!!,2,0,0
1576,@stefanolix Der ganze Artikel ist eine Zumutung.,2,2,2
1577,"@xXxOPEXOBxXx Wenn Du manchmal mit Deiner lauten Stimme reinplatzt. Aber irgendwie ist das auch lustig ☺ Besonders wenn der @cAPSLOCKcHRIS Dich dann abwürgt mit ""Na ja, auf jeden Fall..."" 😁😁😁",2,1,1
1578,"Gleich zum Frankfurter Bürgergespräch der FAZ in der Oper: ""Auf uns hört ja niemand"" mit Meinungsforscher M. Güllner und J. Wissler (Linke)",2,2,2
1579,@RenardoJoachim @domradio @fxneumann Wir freuen uns darauf. :-) #EinTagimAdvent #Friedenslicht /sth,2,2,2
1580,"@spdbt @schneidercar Die abgefuckte Dreckspartei SPD - SCHMAROTZER, PÄDOPHILE und DENUNZIANTEN !!!",0,0,0
1581,@rico_caviezel @Reifenstahl Stimmt. Ich bin Dein schlimmster Alptraum.,2,1,2
1582,@AusHagen @krippmarie |LBR| Die wollen tgl. nur Zeit gewinnen.,2,2,2
1583,@_teatimecookie_ Männer mögen Titten. Gewöhn Dich dran.,1,1,1
1584,"Ich hoffe,das die Rache so brutal sein wird,das Europa endlich keine Rücksicht mehr nimmt.",0,2,2
1585,"@hubertus_heil Ausgerechnet die scheinheiligen Heuchler aus der abgefuckten SPD reissen das Maul auf. SPD - SCHMAROTZER, PÄDOPHILE UND DENUNZIANTEN !!!",0,0,0
1586,@MeliDeluxe Was für ein heisses Foto von dir ....👌🙃,2,2,2
1587,"#SPD-Rente. Ein echter #Schulz: Schutz vor #Altersarmut versprechen, aber keine #Rentenkürzung zurücknehmen. Glaubwürdig geht anders.",2,2,2
1588,"@anna_IIna Wahnsinn. Und die Deutschen halten still,bis auf ganz wenige.",2,1,2
1589,"JETZT REDET DER PFAFFE ,, Im LARVE''",1,0,0
1590,"@rspctfl @Kischeph @Volker_Beck Ach ja stimmt, Eure bekloppte Religion...",0,1,1
1591,@MiRo_SPD 24. September als Tag der jämmerlichen Wahlverlierer wäre auch angebracht.,2,2,2
1592,"@MiataMuc Aber jetzt mal ehrlich. Die Grundlagen wird er doch können, oder!",2,2,2
1593,@petpanther0 Im übrigen würde ich das Jüngste Gericht durchaus als Gewalt betrachten.,2,2,2
1594,"NSU hat das Vertrauen i d Sicherheitsbehörden empfindlich gestört,jetzt soll zumindest die Justiz alles tun,um alle Hintergründe aufzuklären",2,2,2
1595,"#TagDerMenschenrechte |LBR| Täglich werden Menschen, die ""nicht deutsch genug"" aussehen sowie deren Unterkünfte angegriffen.",1,0,0
1596,"@mountainman1977 @MiataMuc Was hast Du gedacht, als Du zum ersten Mal erfahren hast, daß es Schwule gibt?",2,0,0
1597,#Lanz #Menschen2017 #lindner #FDP plappert rum.... So ist Politik abstoßend u das werfe ich @c_lindner vor! Das Land ist ihm total egal.,2,1,0
1598,@MiRo_SPD @robinalexander_ @welt Das Auswärtige Amt und seine Botschaften und Konsulate sind eune Schande für Deutschland !!!,2,0,0
1599,"@DerLiuhvan Auch als Liberaler darf man gegen die #AfD sein, deshalb ist man noch lange kein Linksfaschist!",2,0,0
1600,"@Eddie_1412 @Hevellia64 NPD leider zu Unbedeutendheit , verhetzt.",2,1,0
1601,@Tom174_ Eigentlich schüttel ich eher den Kopf. Ihr Heteros spinnt...,1,1,1
